Time_stamp,RPF_Flag,Total_RPF,P_kW,Q_kvar,V1,V2,V3,EnergyCost_USD_per_kWh,P_c_kW,P_d_kW,E_kWh,Pnet_kW,Pmax_kW
01-08 13:00,0,0.0,1832.542,243.6624,1.014685992,1.014689615,1.014686159,0.0703,0.0,0.0,35802.3162368421,1832.542,10964.015975940207
01-08 14:00,0,0.0,1784.634,214.2248,1.012714785,1.012725777,1.012720115,0.0703,0.0,0.0,35802.3162368421,1784.634,10943.321782684172
01-08 15:00,0,0.0,1787.566,216.0278,1.009879551,1.009921645,1.009904783,0.0703,0.0,0.0,35802.3162368421,1787.566,10912.637151245772
01-08 16:00,0,0.0,1871.374,267.5659,1.013318088,1.01330668,1.013313717,0.0703,0.0,0.0,35802.3162368421,1871.374,10948.546632581078
01-08 17:00,0,0.0,1899.487,284.8946,1.012793144,1.012783276,1.012791437,0.0703,0.0,7670.345425000003,35802.3162368421,-5770.858425000003,10942.450558380515
01-08 18:00,0,0.0,2000.273,347.1548,1.013223742,1.013217954,1.013226573,0.0999,0.0,2000.273,27728.268421052628,0.0,10945.35265975339
01-08 19:00,0,0.0,2132.542,422.6881,1.014123659,1.014123034,1.014131361,0.0999,0.0,2132.542,25622.717894736837,0.0,10952.485405318548
01-08 20:00,0,0.0,2065.08,380.71,1.0129875,1.012986792,1.012995452,0.0999,0.0,2065.08,23377.93684210526,0.0,10941.736984505858
01-08 21:00,0,0.0,2020.295,352.905,1.012305963,1.01230563,1.012314165,0.0999,0.0,2020.295,21204.16842105263,0.0,10935.303244247812
01-08 22:00,0,0.0,1977.285,326.2552,1.011777146,1.011776771,1.01178489,0.0481,0.0,0.0,19077.542105263157,1977.285,10930.41233327555
01-08 23:00,0,0.0,2021.088,353.4067,1.012371706,1.012373038,1.012380241,0.0481,0.0,0.0,19077.542105263157,2021.088,10936.001563862243
01-09 0:00,0,0.0,2001.487,341.2479,1.0123904,1.012394689,1.012399852,0.0481,0.0,0.0,19077.542105263157,2001.487,10936.5898634395
01-09 1:00,0,0.0,1942.919,304.9936,1.012053025,1.012056106,1.012060187,0.0481,0.0,0.0,19077.542105263157,1942.919,10934.013175819986
01-09 2:00,0,0.0,1969.876,321.68,1.012860969,1.012864591,1.012866964,0.0481,0.0,0.0,19077.542105263157,1969.876,10942.2710139323
01-09 3:00,0,0.0,1968.895,321.0692,1.013470934,1.013474598,1.013475389,0.0481,0.0,0.0,19077.542105263157,1968.895,10948.884288639925
01-09 4:00,0,0.0,1975.095,324.9067,1.014257435,1.014261057,1.014260641,0.0481,0.0,0.0,19077.542105263157,1975.095,10957.275322845031
01-09 5:00,0,0.0,1977.09,326.1413,1.015059965,1.015063504,1.015061881,0.0481,0.0,0.0,19077.542105263157,1977.09,10965.916224919854
01-09 6:00,0,0.0,2009.061,345.9494,1.016204201,1.01620849,1.016205659,0.0481,0.0,0.0,19077.542105263157,2009.061,10977.682243841336
01-09 7:00,0,0.0,2097.354,400.7765,1.017912437,1.017918349,1.017914602,0.0703,0.0,0.0,19077.542105263157,2097.354,10994.29224899083
01-09 8:00,0,0.0,2099.333,402.0091,1.018598595,1.018603758,1.018599927,0.0703,0.0,0.0,19077.542105263157,2099.333,11001.66819399358
01-09 9:00,0,0.0,1942.392,304.6771,1.017096083,1.017103827,1.01709804,0.0703,0.0,0.0,19077.542105263157,1942.392,10988.548407205313
01-09 10:00,0,0.0,1934.942,300.0732,1.016930622,1.016944445,1.016936284,0.0703,0.0,0.0,19077.542105263157,1934.942,10986.886124608462
01-09 11:00,0,0.0,1882.861,267.9178,1.01328961,1.013365054,1.013334951,0.0703,0.0,0.0,19077.542105263157,1882.861,10948.353479278998
01-09 12:00,0,0.0,1867.8,258.6438,1.012943491,1.013011565,1.012984252,0.0703,0.0,0.0,19077.542105263157,1867.8,10944.834596583367
01-09 13:00,0,0.0,1826.486,233.2233,1.015027989,1.015029863,1.015027531,0.0703,0.0,0.0,19077.542105263157,1826.486,10967.935187922365
01-09 14:00,0,0.0,1826.741,233.3798,1.013804978,1.013811681,1.013808226,0.0703,0.0,0.0,19077.542105263157,1826.741,10954.715515199521
01-09 15:00,0,0.0,1877.189,264.4419,1.013312884,1.013321336,1.013318838,0.0703,0.0,0.0,19077.542105263157,1877.189,10948.689604823314
01-09 16:00,0,0.0,1961.141,316.279,1.014430515,1.014425102,1.014430848,0.0703,0.0,0.0,19077.542105263157,1961.141,10959.340652071567
01-09 17:00,0,0.0,2012.155,347.8624,1.01417612,1.014172955,1.014179742,0.0703,0.0,0.0,19077.542105263157,2012.155,10955.65704845698
01-09 18:00,0,0.0,2074.922,386.8266,1.014152637,1.014152387,1.014159715,0.0999,0.0,2074.922,19077.542105263157,0.0,10954.128058786931
01-09 19:00,0,0.0,2209.723,470.861,1.015100602,1.015105432,1.01511251,0.0999,0.0,2209.722999999999,16893.413684210525,9.094947017729282e-13,10961.095462204677
01-09 20:00,0,0.0,2180.24,452.4424,1.014402286,1.014407865,1.014415109,0.0999,0.0,2180.24,14567.38947368421,0.0,10954.317348707915
01-09 21:00,0,0.0,2158.78,439.0474,1.013989758,1.013996086,1.014003206,0.0999,0.0,2158.78,12272.4,0.0,10950.400212280098
01-09 22:00,0,0.0,2185.581,455.7741,1.01426647,1.014274172,1.014280792,0.0481,0.0,0.0,10000.0,2185.581,10952.710063981069
01-09 23:00,0,0.0,2188.086,457.3402,1.014376055,1.014384299,1.014390128,0.0481,0.0,0.0,10000.0,2188.086,10953.830208181987
01-10 0:00,0,0.0,2176.082,449.844,1.014513162,1.014524612,1.014527193,0.0481,0.0,0.0,10000.0,2176.082,10955.623718185094
01-10 1:00,0,0.0,2182.795,454.0361,1.014918237,1.014929728,1.014931061,0.0481,0.0,0.0,10000.0,2182.795,10959.83259096281
01-10 2:00,0,0.0,2282.285,505.375,1.016439944,1.016453475,1.016452851,0.0481,0.0,0.0,10000.0,2282.285,10974.049347949862
01-10 3:00,0,0.0,2349.318,547.433,1.017769626,1.017784698,1.0177822,0.0481,0.0,0.0,10000.0,2349.318,10986.420773413653
01-10 4:00,0,0.0,2390.002,573.019,1.018885133,1.018900955,1.018897041,0.0481,0.0,0.0,10000.0,2390.002,10997.188769606428
01-10 5:00,0,0.0,2531.582,662.397,1.021163446,1.021182598,1.021176936,0.0481,0.0,0.0,10000.0,2531.582,11016.835863267701
01-10 6:00,0,0.0,2707.13,762.72,1.02372405,1.023747574,1.023740288,0.0481,0.0,0.0,10000.0,2707.13,11038.086311927646
01-10 7:00,0,0.0,2847.728,852.571,1.025933872,1.025960894,1.025952441,0.0703,0.0,0.0,10000.0,2847.728,11055.464864982328
01-10 8:00,0,0.0,2757.973,795.154,1.025607947,1.02563247,1.025624018,0.0703,0.0,0.0,10000.0,2757.973,11056.21110835227
01-10 9:00,0,0.0,2546.131,660.491,1.01787588,1.01801765,1.017965605,0.0703,0.0,0.0,10000.0,2546.131,10981.35428894215
01-10 10:00,1,-5193.82,-5193.82,1048.256,0.9847957083,0.9848699867,0.9848328059,0.0703,5193.82,0.0,10000.0,0.0,10591.923869592105
01-10 11:00,1,-6371.97,-6371.97,1181.491,0.9790084103,0.9790853117,0.9790453413,0.0703,6371.97,0.0,14934.129,0.0,10514.950283728218
01-10 12:00,1,-6885.57,-6885.57,1194.794,0.9756969873,0.9757619392,0.9757253829,0.0703,6885.57,0.0,20987.500500000002,0.0,10477.42598487131
01-10 13:00,1,-6323.43,-6323.43,968.798,0.9755921899,0.9756556429,0.975619961,0.0703,0.0,0.0,27528.792,-6323.43,10499.59672334274
01-10 14:00,1,-3728.88,-3728.88,493.421,0.9822313572,0.9823511018,0.9822974332,0.0703,3728.88,0.0,27528.792,0.0,10604.480494762545
01-10 15:00,0,0.0,1946.384,310.4475,1.005982687,1.006149813,1.006088234,0.0703,0.0,0.0,31071.228000000006,1946.384,10868.224888038723
01-10 16:00,0,0.0,2163.753,442.1195,1.016890069,1.016893274,1.016896439,0.0703,0.0,0.0,31071.228000000006,2163.753,10981.648626545977
01-10 17:00,0,0.0,2257.985,490.134,1.017024011,1.017030548,1.01703442,0.0703,0.0,0.0,31071.228000000006,2257.985,10981.059501514606
01-10 18:00,0,0.0,2326.431,533.036,1.017022096,1.017031839,1.017035919,0.0999,0.0,2326.431,31071.228000000006,0.0,10979.039881858746
01-10 19:00,0,0.0,2450.356,611.02,1.017789944,1.0178046,1.017808347,0.0999,0.0,2450.356,28622.3532631579,0.0,10983.28776194524
01-10 20:00,0,0.0,2362.362,555.597,1.016465175,1.01647879,1.016482953,0.0999,0.0,2362.362,26043.03115789474,0.0,10971.894391778898
01-10 21:00,0,0.0,2289.814,510.059,1.015499598,1.01551238,1.015516794,0.0999,0.0,2289.8139999999994,23556.334315789478,4.547473508864641e-13,10963.658400302591
01-10 22:00,0,0.0,2242.027,480.148,1.014931394,1.01494376,1.014947923,0.0481,0.0,0.0,21146.00378947369,2242.027,10958.862020676517
01-10 23:00,0,0.0,2144.539,419.3278,1.01387247,1.01388292,1.013886584,0.0481,0.0,0.0,21146.00378947369,2144.539,10949.904493290896
01-11 0:00,0,0.0,2015.202,338.9779,1.012595041,1.012603867,1.012604783,0.0481,0.0,10588.703600000004,21146.00378947369,-8573.501600000005,10938.873278324418
01-11 1:00,0,0.0,1931.222,287.0409,1.011965923,1.011973168,1.011972835,0.0481,0.0,0.0,10000.0,1931.222,10933.557477138402
01-11 2:00,0,0.0,2096.012,389.1288,1.014354987,1.014365563,1.014363481,0.0481,0.0,0.0,10000.0,2096.012,10956.237599360686
01-11 3:00,0,0.0,2123.47,406.21,1.015269227,1.015280427,1.01527668,0.0481,0.0,0.0,10000.0,2123.47,10965.50548661872
01-11 4:00,0,0.0,2083.167,381.142,1.015527827,1.015538195,1.01553324,0.0481,0.0,0.0,10000.0,2083.167,10969.202058860235
01-11 5:00,0,0.0,2120.957,404.6475,1.016712159,1.0167234,1.01671703,0.0481,0.0,0.0,10000.0,2120.957,10981.169061279048
01-11 6:00,0,0.0,2202.063,455.2033,1.018377509,1.018390624,1.01838288,0.0481,0.0,0.0,10000.0,2202.063,10997.204101072539
01-11 7:00,0,0.0,2355.395,551.261,1.020772069,1.020788432,1.020779688,0.0703,0.0,0.0,10000.0,2355.395,11018.72046318981
01-11 8:00,0,0.0,2300.465,516.781,1.020848096,1.020862752,1.0208538,0.0703,0.0,0.0,10000.0,2300.465,11021.21400813928
01-11 9:00,1,-3611.0,-3611.0,643.313,0.9934649974,0.9934350196,0.9934351445,0.0703,3611.0,0.0,10000.0,0.0,10717.753281830166
01-11 10:00,1,-5829.08,-5829.08,1048.861,0.9854637553,0.985415541,0.9854208288,0.0703,5829.08,0.0,13430.45,0.0,10598.595871787355
01-11 11:00,1,-7108.75,-7108.75,1339.448,0.980638037,0.9805778315,0.9805864502,0.0703,7108.75,0.0,18968.076,0.0,10513.097901384823
01-11 12:00,1,-7560.4,-7560.4,1427.069,0.9781054123,0.9780405436,0.9780506195,0.0703,7560.4,0.0,25721.3885,0.0,10473.88715305005
01-11 13:00,1,-6398.65,-6398.65,1111.485,0.9804447634,0.9803873892,0.9803954666,0.0703,0.0,0.0,32903.7685,-6398.65,10537.567352027487
01-11 14:00,1,-3998.99,-3998.99,663.886,0.9880074135,0.9879676929,0.9879711487,0.0703,3998.99,0.0,32903.7685,0.0,10657.293847487406
01-11 15:00,0,0.0,2192.639,460.1853,1.01811666,1.018121532,1.01812124,0.0703,0.0,0.0,36702.809,2192.639,10994.175029298704
01-11 16:00,0,0.0,2504.79,645.442,1.020721856,1.02073518,1.020735388,0.0703,0.0,0.0,36702.809,2504.79,11013.061315316842
01-11 17:00,0,0.0,2735.334,780.702,1.022215001,1.022235819,1.022235735,0.0703,0.0,0.0,36702.809,2735.334,11020.478445783163
01-11 18:00,0,0.0,2932.594,903.757,1.023384052,1.023411615,1.023410782,0.0999,0.0,2932.594,36702.809,0.0,11023.74760801476
01-11 19:00,0,0.0,3081.523,999.878,1.024238044,1.024271353,1.024269521,0.0999,0.0,3081.523,33615.867947368424,0.0,11024.713015111516
01-11 20:00,0,0.0,3016.306,957.709,1.023221714,1.023254148,1.023252815,0.0999,0.0,3016.3060000000014,30372.15952631579,-1.3642420526593924e-12,11017.43034498063
01-11 21:00,0,0.0,2977.233,932.498,1.022718045,1.022749855,1.022748855,0.0999,0.0,2977.233,27197.100578947367,0.0,11014.129678633964
01-11 22:00,0,0.0,2853.901,853.216,1.021524179,1.021552824,1.021552533,0.0481,0.0,0.0,24063.171105263158,2853.901,11007.612816852512
01-11 23:00,0,0.0,2741.147,781.082,1.02050535,1.020531164,1.020530998,0.0481,0.0,0.0,24063.171105263158,2741.147,11001.927186255469
01-12 0:00,0,0.0,2674.869,738.851,1.020007968,1.02002991,1.020029202,0.0481,0.0,0.0,24063.171105263158,2674.869,10999.456126853353
01-12 1:00,0,0.0,2601.855,692.447,1.019523077,1.019543229,1.019541397,0.0481,0.0,13360.01255,24063.171105263158,-10758.15755,10997.22378563977
01-12 2:00,0,0.0,2594.429,687.734,1.019854415,1.019874276,1.019870945,0.0481,0.0,0.0,10000.0,2594.429,11001.107621983108
01-12 3:00,0,0.0,2605.001,694.446,1.020485906,1.020506432,1.020501353,0.0481,0.0,0.0,10000.0,2605.001,11007.524696113003
01-12 4:00,0,0.0,2696.349,752.529,1.022103583,1.022126483,1.022119655,0.0481,0.0,0.0,10000.0,2696.349,11021.231055799122
01-12 5:00,0,0.0,2779.518,805.599,1.023686286,1.023711476,1.023703024,0.0481,0.0,0.0,10000.0,2779.518,11034.63047409876
01-12 6:00,0,0.0,2847.785,849.294,1.025131924,1.025159196,1.025149536,0.0481,0.0,0.0,10000.0,2847.785,11047.024082476371
01-12 7:00,0,0.0,2950.382,915.205,1.026917935,1.026947913,1.026937254,0.0703,0.0,0.0,10000.0,2950.382,11061.128250947757
01-12 8:00,0,0.0,2911.416,890.143,1.027126822,1.027155259,1.0271446,0.0703,0.0,0.0,10000.0,2911.416,11065.43826040198
01-12 9:00,0,0.0,2695.114,751.724,1.025338271,1.025360338,1.025350471,0.0703,0.0,0.0,10000.0,2695.114,11056.327458919839
01-12 10:00,1,-3733.01,-3733.01,903.674,0.9950948322,0.9950705585,0.9950677689,0.0703,3733.01,0.0,10000.0,0.0,10716.656173703412
01-12 11:00,1,-5338.93,-5338.93,1070.551,0.9875524587,0.9875136125,0.9875147367,0.0703,5338.93,0.0,13546.3595,0.0,10619.218099919994
01-12 12:00,1,-6357.33,-6357.33,1170.959,0.9821271843,0.9820732242,0.9820790116,0.0703,0.0,0.0,18618.343,-6357.33,10549.456920365406
01-12 13:00,1,-4947.35,-4947.35,827.441,0.9856206808,0.9855720918,0.985576755,0.0703,4947.35,0.0,18618.343,0.0,10619.874244252911
01-12 14:00,0,0.0,2118.686,414.0554,1.017898114,1.017901861,1.01789903,0.0703,0.0,0.0,23318.325500000006,2118.686,10993.645248526655
01-12 15:00,0,0.0,2189.664,458.3262,1.01713064,1.01714642,1.017140508,0.0703,0.0,0.0,23318.325500000006,2189.664,10983.586522171248
01-12 16:00,0,0.0,2370.338,560.646,1.019151852,1.01915918,1.019159929,0.0703,0.0,0.0,23318.325500000006,2370.338,11000.712938053726
01-12 17:00,0,0.0,2439.954,604.494,1.019032815,1.019042933,1.019044182,0.0703,0.0,0.0,23318.325500000006,2439.954,10997.102119952877
01-12 18:00,0,0.0,2511.034,649.392,1.01899451,1.019007834,1.019009333,0.0999,0.0,2511.034,23318.325500000006,0.0,10994.127472456665
01-12 19:00,0,0.0,2679.852,745.352,1.020085078,1.020104522,1.020105354,0.0999,0.0,2679.852,20675.13181578948,0.0,10999.852830305997
01-12 20:00,0,0.0,2585.357,685.338,1.018717216,1.018735286,1.018736618,0.0999,0.0,2585.357,17854.234973684215,0.0,10988.942449570777
01-12 21:00,0,0.0,2518.879,643.246,1.017881834,1.017899113,1.017900778,0.0999,0.0,2518.8789999999995,15132.806552631582,4.547473508864641e-13,10982.442389571985
01-12 22:00,0,0.0,2479.597,618.432,1.017496703,1.017513565,1.017515106,0.0481,0.0,0.0,12481.354973684214,2479.597,10979.698540462277
01-12 23:00,0,0.0,2395.099,565.195,1.016686844,1.016701999,1.016703124,0.0481,0.0,0.0,12481.354973684214,2395.099,10973.803131404913
01-13 0:00,0,0.0,2307.767,510.37,1.015816405,1.015826065,1.015828105,0.0481,0.0,0.0,12481.354973684214,2307.767,10967.071683244303
01-13 1:00,0,0.0,2279.175,492.471,1.015790008,1.015799251,1.015799917,0.0481,0.0,0.0,12481.354973684214,2279.175,10967.604418600438
01-13 2:00,0,0.0,2303.228,507.535,1.016481413,1.016491572,1.016490656,0.0481,0.0,0.0,12481.354973684214,2303.228,10974.398338875802
01-13 3:00,0,0.0,2299.693,505.318,1.016972507,1.016982875,1.016980293,0.0481,0.0,0.0,12481.354973684214,2299.693,10979.814007786441
01-13 4:00,0,0.0,2295.426,502.647,1.017562279,1.017572771,1.017568858,0.0481,0.0,0.0,12481.354973684214,2295.426,10986.317534081434
01-13 5:00,0,0.0,2330.296,524.503,1.0186598,1.01867125,1.018665962,0.0481,0.0,0.0,12481.354973684214,2330.296,10997.17129106247
01-13 6:00,0,0.0,2411.87,575.758,1.020292008,1.020305373,1.020298878,0.0481,0.0,0.0,12481.354973684214,2411.87,11012.27200721982
01-13 7:00,0,0.0,2569.079,675.018,1.022705762,1.022722833,1.022715297,0.0703,0.0,0.0,12481.354973684214,2569.079,11032.770322978475
01-13 8:00,0,0.0,2586.952,686.351,1.023536855,1.023553801,1.023545973,0.0703,0.0,0.0,12481.354973684212,2586.952,11041.07089666273
01-13 9:00,0,0.0,2510.993,638.267,1.023235162,1.023249193,1.023241865,0.0703,0.0,0.0,12481.354973684212,2510.993,11040.688744276747
01-13 10:00,1,-5530.59,-5530.59,1170.403,0.987807728,0.9877619286,0.9877664253,0.0703,5530.59,0.0,12481.354973684212,0.0,10611.377155804146
01-13 11:00,1,-6984.64,-6984.64,1475.577,0.9821664885,0.9821064496,0.982114985,0.0703,6984.64,0.0,17735.41547368421,0.0,10511.540424280209
01-13 12:00,1,-5403.55,-5403.55,1115.103,0.9867465555,0.9866969672,0.9867022966,0.0703,5403.55,0.0,24370.82347368421,0.0,10605.757338375983
01-13 13:00,1,-6114.04,-6114.04,1163.772,0.9821279754,0.9820695603,0.9820775544,0.0703,6114.04,0.0,29504.19597368421,0.0,10550.212338718657
01-13 14:00,1,-4065.12,-4065.12,743.865,0.9880875209,0.9880439281,0.988048175,0.0703,4065.12,0.0,35312.533973684214,0.0,10652.836171947863
01-13 15:00,0,0.0,2301.081,523.852,1.019066082,1.019068622,1.01906933,0.0703,0.0,0.0,39174.397973684216,2301.081,11001.59839252406
01-13 16:00,0,0.0,2603.452,704.673,1.021628352,1.021638219,1.021639635,0.0703,0.0,0.0,39174.397973684216,2603.452,11019.247525262948
01-13 17:00,0,0.0,2810.566,825.45,1.022804856,1.022821551,1.022822551,0.0703,0.0,0.0,39174.397973684216,2810.566,11023.610130007273
01-13 18:00,0,0.0,3000.125,947.264,1.023866444,1.023889969,1.023890177,0.0999,0.0,3000.125,39174.397973684216,0.0,11025.327234130924
01-13 19:00,0,0.0,3234.477,1087.445,1.025449272,1.025481082,1.025479833,0.0999,0.0,3234.477,36016.37165789474,0.0,11029.57480715691
01-13 20:00,0,0.0,3242.474,1092.654,1.025153991,1.025187133,1.025185884,0.0999,0.0,3242.474000000001,32611.659026315796,-9.094947017729282e-13,11025.852967097666
01-13 21:00,0,0.0,3312.923,1138.569,1.025749342,1.025785149,1.025783525,0.0999,0.0,3312.923,29198.528500000004,0.0,11027.675019486627
01-13 22:00,0,0.0,3343.175,1158.324,1.026170572,1.026207211,1.026205462,0.0481,0.0,0.0,25711.24113157895,3343.175,11030.195195369166
01-13 23:00,0,0.0,3332.157,1151.128,1.026326706,1.026362804,1.026360972,0.0481,0.0,0.0,25711.24113157895,3332.157,11032.645160292814
01-14 0:00,0,0.0,3303.637,1132.51,1.026293272,1.026325998,1.026325998,0.0481,0.0,0.0,25711.24113157895,3303.637,11034.20860137119
01-14 1:00,0,0.0,3310.238,1136.824,1.02677858,1.026811347,1.026810598,0.0481,0.0,0.0,25711.24113157895,3310.238,11039.037937137555
01-14 2:00,0,0.0,3371.164,1176.63,1.027879723,1.027914197,1.027911949,0.0481,0.0,0.0,25711.24113157895,3371.164,11046.834613945828
01-14 3:00,0,0.0,3387.677,1187.441,1.028605852,1.028640992,1.028637328,0.0481,0.0,0.0,25711.24113157895,3387.677,11053.570939369825
01-14 4:00,0,0.0,3388.582,1188.036,1.029232388,1.029267862,1.02926299,0.0481,0.0,0.0,25711.24113157895,3388.582,11060.31758059454
01-14 5:00,0,0.0,3425.686,1209.044,1.030253174,1.030290271,1.030283984,0.0481,0.0,0.0,25711.24113157895,3425.686,11069.139170635934
01-14 6:00,0,0.0,3483.899,1247.275,1.031528354,1.031567617,1.031560081,0.0481,0.0,0.0,25711.24113157895,3483.899,11078.765813586242
01-14 7:00,0,0.0,3611.159,1318.958,1.033403549,1.033446601,1.03343794,0.0703,0.0,0.0,25711.24113157895,3611.159,11090.87072115233
01-14 8:00,0,0.0,3527.181,1263.633,1.033136663,1.033177134,1.033168473,0.0703,0.0,0.0,25711.24113157895,3527.181,11094.407120741404
01-14 9:00,0,0.0,3337.182,1139.226,1.02614609,1.026282988,1.026236148,0.0703,0.0,0.0,25711.24113157895,3337.182,11031.918029977467
01-14 10:00,1,-4076.78,-4076.78,1327.671,0.9921052542,0.9922015163,0.9921577154,0.0703,4076.78,0.0,25711.24113157895,0.0,10640.157686053615
01-14 11:00,1,-5604.17,-5604.17,1488.844,0.9847666465,0.9848632,0.9848170259,0.0703,5604.17,0.0,29584.18213157895,0.0,10538.707187952114
01-14 12:00,1,-5925.62,-5925.62,1451.529,0.9814364874,0.9815440328,0.9814926958,0.0703,5925.62,0.0,34908.14363157895,0.0,10507.578500825655
01-14 13:00,1,-5061.63,-5061.63,1210.973,0.9832923215,0.9833836706,0.9833389537,0.0703,5061.63,0.0,40537.48263157895,0.0,10558.20111883711
01-14 14:00,1,-2515.568,-2515.568,846.839,0.9937841777,0.9938400946,0.9938110328,0.0703,2515.568,0.0,45346.031131578944,0.0,10707.38071263409
01-14 15:00,0,0.0,2724.268,777.031,1.021200835,1.021250465,1.021235892,0.0703,0.0,0.0,47735.82073157895,2724.268,11009.749547694933
01-14 16:00,0,0.0,2859.25,860.006,1.024247079,1.024261902,1.02426415,0.0703,0.0,0.0,47735.82073157895,2859.25,11036.602952860492
01-14 17:00,0,0.0,2894.902,879.576,1.023597852,1.023614548,1.023617129,0.0703,0.0,0.0,47735.82073157895,2894.902,11028.021427569243
01-14 18:00,0,0.0,2916.982,893.762,1.02294292,1.022961406,1.022964237,0.0999,0.0,2916.982,47735.82073157895,0.0,11019.779062071353
01-14 19:00,0,0.0,3012.23,955.124,1.023247028,1.023269595,1.023272051,0.0999,0.0,3012.23,44665.3133631579,0.0,11017.92936473443
01-14 20:00,0,0.0,2900.317,883.053,1.021753509,1.021774035,1.021777366,0.0999,0.0,2900.316999999999,41494.54494210526,9.094947017729282e-13,11007.745980832802
01-14 21:00,0,0.0,2824.661,834.515,1.020881155,1.020900432,1.020904304,0.0999,0.0,2824.661,38441.57967894737,0.0,11002.076626941825
01-14 22:00,0,0.0,2736.193,777.958,1.020044358,1.020061637,1.020065925,0.0481,0.0,0.0,35468.25231052632,2736.193,10997.15368300965
01-14 23:00,0,0.0,2646.626,720.923,1.019265934,1.019281173,1.019285337,0.0481,0.0,0.0,35468.25231052632,2646.626,10992.608587187246
01-15 0:00,0,0.0,2526.301,644.619,1.018171745,1.018184652,1.018189398,0.0481,0.0,0.0,35468.25231052632,2526.301,10985.50063487221
01-15 1:00,0,0.0,2418.77,580.127,1.017307343,1.017317793,1.017321541,0.0481,0.0,13398.50959819783,35468.25231052632,-10979.73959819783,10979.73959819783
01-15 2:00,0,0.0,2380.659,556.148,1.017292895,1.017302555,1.017304886,0.0481,0.0,0.0,21364.557996633863,2380.659,10980.823947435627
