Time_stamp,Irradiance,P1 (kW),Q1 (kvar),P2 (kW),Q2 (kvar),P3 (kW),Q3 (kvar)
01-17 2:00,0,443.592,-26.2639,294.721,-87.2757,361.574,-76.0993
01-17 3:00,0,452.614,-20.9606,300.691,-83.4588,368.93,-71.89
01-17 4:00,0,456.676,-18.5711,303.375,-81.7416,372.24,-69.9944
01-17 5:00,0,467.489,-12.2035,310.53,-77.1616,381.056,-64.9427
01-17 6:00,0,490.694,1.49308,325.884,-67.319,399.98,-54.083
01-17 7:00,0,534.728,27.6051,354.996,-48.6019,435.891,-33.4103
01-17 8:00,0,505.984,10.5447,335.97,-60.841,412.44,-46.919
01-17 9:00,610,431.304,-33.4898,286.51,-92.5384,350.962,-78.7793
01-17 10:00,767,-1696.36,104.88,-1823.7,65.9003,-1780.64,83.1247
01-17 11:00,868,-1853.57,126.194,-1974.03,88.7893,-1927.3,109.19
01-17 12:00,905,-1875.93,127.682,-1990.66,91.5562,-1946.64,112.055
01-17 13:00,902,-1364.12,40.9116,-1490.3,1.75244,-1442.66,16.2142
01-17 14:00,859,380.356,-56.495,253.17,-110.449,309.814,-98.8322
01-17 15:00,761,376.663,-58.6448,250.726,-112.003,306.807,-100.541
01-17 16:00,0,439.661,-25.1583,291.924,-85.706,357.632,-71.5534
01-17 17:00,0,503.63,9.2379,333.592,-58.9677,409.078,-42.045
01-17 18:00,0,557.716,37.9145,369.341,-39.3319,453.116,-20.1007
01-17 19:00,0,633.216,83.217,419.181,-7.06287,514.564,15.5063
01-17 20:00,0,607.745,67.8832,402.343,-17.9868,493.821,3.45917
01-17 21:00,0,591.354,58.0416,391.531,-24.9902,480.482,-4.27299
01-17 22:00,0,591.047,57.8566,391.341,-25.1138,480.236,-4.41546
01-17 23:00,0,564.335,41.8667,373.687,-36.5258,458.492,-16.9955
01-18 0:00,0,525.748,18.8721,348.233,-52.9359,427.102,-35.1022
01-18 1:00,0,511.844,10.6148,339.046,-58.845,415.797,-41.608
01-18 2:00,0,530.014,21.4086,351.063,-51.1145,430.582,-33.0975
01-18 3:00,0,544.013,29.7415,360.302,-45.1626,441.969,-26.5342
01-18 4:00,0,541.257,28.0997,358.471,-46.3422,439.723,-27.8294
01-18 5:00,0,520.437,15.7149,344.714,-55.2002,422.783,-37.5887
01-18 6:00,0,530.432,21.6571,351.333,-50.9402,430.92,-32.9027
01-18 7:00,0,569.135,44.7349,376.904,-34.4498,462.414,-14.7282
01-18 8:00,0,563.383,41.2985,373.075,-36.9213,457.723,-17.4395
01-18 9:00,630,502.232,4.91666,332.707,-62.9181,407.983,-46.0997
01-18 10:00,792,494.263,0.197434,327.443,-66.2981,401.501,-49.8228
01-18 11:00,869,-1767.52,147.211,-1912.79,104.282,-1861.35,124.035
01-18 12:00,897,-1467.07,85.3774,-1607.69,43.0326,-1557.51,58.0451
01-18 13:00,887,442.367,-23.569,293.713,-84.5628,359.834,-70.2947
01-18 14:00,725,433.73,-28.6411,288.002,-88.2124,352.805,-74.3118
01-18 15:00,339,468.064,-8.44472,310.722,-73.6779,380.756,-58.3187
01-18 16:00,0,472.306,-5.94572,313.453,-71.9277,384.134,-56.3826
01-18 17:00,0,465.333,-10.0573,308.843,-74.8817,378.46,-59.6347
01-18 18:00,0,495.711,7.88478,328.943,-61.9905,403.193,-45.4441
01-18 19:00,0,550.136,36.757,364.945,-42.2046,447.552,-23.3284
01-18 20:00,0,517.642,17.4323,343.461,-56.0427,421.079,-38.5853
01-18 21:00,0,534.492,27.4428,354.612,-48.865,434.812,-30.6763
01-18 22:00,0,534.732,27.5851,354.76,-48.7698,435.003,-30.5661
01-18 23:00,0,499.836,6.8765,331.669,-63.6213,406.58,-46.9235
01-19 0:00,0,472.784,-9.1081,313.792,-75.0896,384.561,-59.5594
01-19 1:00,0,457.174,-18.304,303.48,-81.6928,371.858,-66.8344
01-19 2:00,0,465.337,-13.4942,308.89,-78.2291,378.507,-63.0272
01-19 3:00,0,475.102,-7.73681,315.347,-74.0929,386.455,-58.4725
01-19 4:00,0,484.088,-2.43217,321.287,-70.2846,393.77,-54.2776
01-19 5:00,0,496.677,5.01034,329.612,-64.9427,404.019,-48.3939
01-19 6:00,0,518.019,17.6564,343.725,-55.8728,421.397,-38.4021
01-19 7:00,0,558.829,41.9413,370.69,-38.4976,454.631,-19.2407
01-19 8:00,0,540.635,31.0977,358.65,-46.2631,439.807,-27.7968
01-19 9:00,37,472.157,-9.47522,313.392,-75.3456,384.056,-59.848
01-19 10:00,26,-1991.4,179.572,-2131.94,138.487,-2078.12,162.618
01-19 11:00,15,-2369.16,247.182,-2493.24,207.781,-2457,238.03
01-19 12:00,17,-1677.02,107.468,-1805.13,68.4766,-1761.83,85.5982
01-19 13:00,9,431.174,-30.1404,286.313,-89.2911,350.725,-75.4998
01-19 14:00,1,426.215,-33.0484,283.036,-91.3838,346.691,-77.8034
01-19 15:00,0,429.018,-31.4049,284.892,-90.1986,348.973,-76.5007
01-19 16:00,0,466.982,-9.08299,310.008,-74.1355,379.876,-58.8232
01-19 17:00,0,499.036,6.5157,330.56,-60.9156,405.344,-44.1917
01-19 18:00,0,539.349,30.4833,357.622,-46.8036,438.73,-28.2667
01-19 19:00,0,600.803,63.7192,398.187,-24.0136,488.753,-2.80474
01-19 20:00,0,561.977,40.4745,372.611,-40.561,457.207,-21.0711
01-19 21:00,0,544.3,29.9289,360.916,-48.1098,442.801,-29.3924
01-19 22:00,0,547.03,31.5571,362.735,-46.9364,445.03,-28.1053
01-19 23:00,0,536.393,25.2209,355.697,-51.4747,436.363,-33.1066
01-20 0:00,0,512.724,11.1578,340.064,-61.5403,417.084,-44.2129
01-20 1:00,0,496.642,1.62707,329.43,-68.3759,403.994,-51.7413
01-20 2:00,0,501.452,4.47619,332.621,-66.3258,407.914,-49.4878
01-20 3:00,0,506.269,7.33022,335.803,-64.2801,411.836,-47.2326
01-20 4:00,0,515.39,12.7399,341.833,-60.4024,419.263,-42.9586
01-20 5:00,0,535.806,24.8722,355.33,-51.7115,435.892,-33.3778
01-20 6:00,0,584.992,54.2412,387.817,-30.7296,475.957,-10.2213
01-20 7:00,0,646.557,91.2746,428.412,-4.38714,526.05,18.8752
01-20 8:00,0,619.939,75.2208,410.805,-15.8296,504.339,6.24327
01-20 9:00,315,-1214.02,103.358,-1394.63,49.6718,-1318.21,67.3302
01-20 10:00,364,-2082.32,244.393,-2245.15,198.157,-2185.4,224.54
01-20 11:00,487,-2585.71,346.511,-2733.01,303.114,-2684.71,339.625
01-20 12:00,637,-3064.27,462.496,-3182.08,419.049,-3159.94,470.156
01-20 13:00,736,-2881.98,378.408,-2987.21,337.891,-2971.75,382.564
01-20 14:00,712,-2040.89,155.581,-2154.41,119.276,-2122.75,142.04
01-20 15:00,607,405.489,-45.1811,269.332,-100.124,329.828,-87.4212
01-20 16:00,0,513.131,14.884,339.947,-54.8668,417.481,-40.5322
01-20 17:00,0,594.578,59.9776,393.685,-23.584,483.786,-5.69966
01-20 18:00,0,657.661,97.9847,435.327,3.44618,535.201,24.1969
01-20 19:00,0,719.515,132.238,475.373,29.6156,584.866,53.2459
01-20 20:00,0,677.363,106.576,447.603,11.4787,550.536,33.1571
01-20 21:00,0,664.595,98.8299,439.176,5.98781,540.133,27.0838
01-20 22:00,0,644.832,86.8675,426.142,-2.49323,524.038,17.7016
01-20 23:00,0,624.633,74.6757,412.828,-11.1411,507.593,8.13378
01-21 0:00,0,611.875,66.9948,404.428,-16.5895,497.212,2.103
01-21 1:00,0,609.853,65.7816,403.107,-17.4449,495.57,1.15089
01-21 2:00,0,628.397,76.9553,415.355,-9.49972,510.674,9.92758
01-21 3:00,0,636.2,81.66,420.486,-6.16841,517.021,13.6191
01-21 4:00,0,636.202,81.6593,420.477,-6.17377,517.02,13.6177
01-21 5:00,0,646.639,87.9667,427.37,-1.69434,525.522,18.5682
01-21 6:00,0,668.615,101.273,441.869,7.74167,543.422,29.0048
01-21 7:00,0,706.794,124.478,467.008,24.1446,574.51,47.178
01-21 8:00,129,676.423,106.001,446.949,11.0523,549.757,32.7006
01-21 9:00,355,611.717,66.9026,404.333,-16.6499,497.089,2.03234
01-21 10:00,474,-1283.8,142.946,-1483.43,85.0344,-1397.75,104.866
01-21 11:00,562,-1584.23,181.249,-1775.49,127.403,-1700.9,148.039
01-21 12:00,639,-1205.92,131.328,-1402.74,73.0069,-1324.49,90.0331
01-21 13:00,545,603.768,68.8558,400.559,-19.1791,491.457,2.07595
01-21 14:00,406,607.063,70.8349,402.75,-17.7598,494.148,3.63745
01-21 15:00,241,625.935,78.845,414.542,-10.0736,508.854,12.1883
01-21 16:00,0,668.127,104.341,442.429,8.07149,543.982,29.3211
01-21 17:00,0,700.744,124.15,463.961,22.1187,570.582,44.8701
01-21 18:00,0,734.059,140.877,486.012,33.0983,597.819,57.2983
01-21 19:00,0,785.906,172.664,520.248,55.5653,640.159,82.2014
01-21 20:00,0,747.601,149.158,494.948,38.9529,608.882,63.7938
01-21 21:00,0,729.211,137.915,482.786,30.9864,593.863,54.9763
01-21 22:00,0,715.411,129.498,473.68,25.03,582.603,48.3756
01-21 23:00,0,698.623,119.277,462.591,17.7855,568.902,40.3545
01-22 0:00,0,681.861,109.096,451.523,10.565,555.226,32.3601
01-22 1:00,0,686.962,112.195,454.919,12.7795,559.398,34.7987
01-22 2:00,0,708.866,125.514,469.404,22.2351,577.278,45.2583
01-22 3:00,0,730.699,138.826,483.821,31.6631,595.096,55.701
01-22 4:00,0,746.34,148.387,494.14,38.4229,607.861,63.1942
01-22 5:00,0,762.192,158.098,504.607,45.2884,620.803,70.8025
01-22 6:00,0,792.873,176.952,524.845,58.5896,645.848,85.5561
01-22 7:00,0,847.034,207.086,559.605,81.5548,689.063,111.108
01-22 8:00,103,823.712,192.632,544.215,71.3903,670.031,99.8406
01-22 9:00,281,755.606,150.689,499.349,41.8755,614.501,67.1012
01-22 10:00,470,-1254.6,208.299,-1494.2,139.993,-1392.75,161.153
01-22 11:00,649,-1326.25,198.925,-1553.25,134.529,-1457.97,155.269
01-22 12:00,709,-1220.76,177.82,-1444.14,113.232,-1350.55,132.735
01-22 13:00,720,-1203.41,160.366,-1417.28,98.0404,-1328.27,116.57
01-22 14:00,672,661.805,100.511,438.246,5.34734,538.812,26.3042
01-22 15:00,523,670.837,105.984,444.223,9.24031,546.186,30.6079
01-22 16:00,0,687.578,116.143,455.284,16.4533,559.846,38.5893
01-22 17:00,0,698.662,122.883,462.596,21.2268,568.887,43.8781
01-22 18:00,0,735.051,141.484,486.668,33.5275,598.63,57.7737
01-22 19:00,0,796.265,179.041,527.088,60.0659,648.619,87.1911
01-22 20:00,0,770.933,163.462,510.322,49.0426,627.919,74.9899
01-22 21:00,0,738.354,143.502,488.843,34.9526,601.334,59.361
01-22 22:00,0,694.056,116.503,459.593,15.8285,565.183,38.18
01-22 23:00,0,657.579,94.3905,435.507,0.134608,535.425,20.8077
01-23 0:00,0,590.104,53.7715,390.945,-28.7726,480.406,-11.1638
01-23 1:00,0,523.124,17.2268,347.283,-56.9891,425.782,-39.3265
01-23 2:00,0,500.671,3.91692,332.415,-66.5445,407.489,-49.846
01-23 3:00,0,472.799,-12.5493,313.976,-78.3701,384.787,-62.8707
01-23 4:00,0,460.276,-19.925,305.702,-83.6671,374.592,-68.7083
01-23 5:00,0,453.604,-23.8502,301.292,-86.4884,369.16,-71.8163
01-23 6:00,0,471.258,-13.4521,312.985,-79.0047,383.541,-63.583
01-23 7:00,0,513.791,11.6924,341.134,-60.9431,418.19,-43.6939
01-23 8:00,280,515.932,12.9599,342.525,-60.0489,419.926,-42.6962
01-23 9:00,662,476.934,-10.1122,316.703,-76.6226,388.151,-60.9429
01-23 10:00,801,483.077,-6.48087,320.795,-73.9995,393.164,-58.0671
01-23 11:00,868,-1449.58,67.9818,-1582.84,27.8379,-1529.38,43.793
01-23 12:00,889,-1635.53,83.3773,-1763.7,44.2741,-1715.62,62.1385
01-23 13:00,775,-1408.06,40.6157,-1532.69,1.79549,-1485.9,16.5341
01-23 14:00,626,384.693,-53.9601,256.154,-108.551,313.483,-96.7455
01-23 15:00,458,376.326,-58.8321,250.61,-112.076,306.667,-100.621
01-23 16:00,0,406.885,-44.3553,270.372,-99.4601,331.108,-86.6912
01-23 17:00,0,432.816,-29.1666,287.538,-88.5085,352.221,-74.6453
01-23 18:00,0,457.096,-14.896,303.597,-78.2401,371.989,-63.3401
01-23 19:00,0,507.637,11.6273,336.383,-57.1728,412.517,-40.0671
01-23 20:00,0,476.615,-6.73809,315.882,-70.334,387.28,-54.5615
01-23 21:00,0,451.641,-21.4648,299.392,-80.8945,366.972,-66.1943
01-23 22:00,0,421.074,-39.4225,279.201,-93.7946,342.12,-80.3943
01-23 23:00,0,386.241,-59.7819,256.26,-108.409,313.873,-96.4835
01-24 0:00,0,349.014,-81.4455,231.653,-124.037,283.617,-113.662
01-24 1:00,0,335.504,-89.2776,222.736,-129.688,272.643,-119.878
01-24 2:00,0,351.952,-79.7363,233.612,-122.795,286.009,-112.305
01-24 3:00,0,369.98,-69.2566,245.523,-115.235,300.658,-103.993
01-24 4:00,0,370.657,-68.8633,245.964,-114.955,301.206,-103.682
01-24 5:00,0,377.161,-65.0756,250.262,-112.223,306.492,-100.679
01-24 6:00,0,405.043,-48.7999,268.689,-100.497,329.157,-87.7831
01-24 7:00,0,445.355,-25.1588,295.324,-83.497,361.935,-69.0746
01-24 8:00,279,405.784,-48.3664,269.153,-100.2,329.751,-87.4447
01-24 9:00,657,347.39,-82.3899,230.572,-124.723,282.294,-114.412
01-24 10:00,810,377.069,-65.1284,250.21,-112.257,306.42,-100.72
01-24 11:00,888,396.941,-53.5355,263.334,-103.907,322.57,-91.5342
01-24 12:00,918,408.048,-47.042,270.668,-99.2355,331.598,-86.3923
01-24 13:00,911,397.842,-53.0094,263.918,-103.535,323.299,-91.1195
01-24 14:00,870,413.259,-43.9923,274.111,-97.0404,335.834,-83.9776
01-24 15:00,786,417.68,-41.4024,277.028,-95.1801,339.428,-81.9284
01-24 16:00,0,450.46,-22.1557,298.692,-81.3425,366.085,-66.701
01-24 17:00,0,470.373,-10.4195,311.841,-72.9243,382.279,-57.4277
01-24 18:00,0,511.099,13.6912,338.758,-55.6305,416.011,-41.378
01-24 19:00,0,575.813,48.7535,381.539,-31.4394,468.789,-14.3861
01-24 20:00,0,551.911,34.4711,365.731,-41.6463,449.299,-25.6566
01-24 21:00,0,549.815,33.2228,364.364,-42.5282,447.597,-26.6392
01-24 22:00,0,565.732,42.7259,374.891,-35.7346,460.574,-19.1389
01-24 23:00,0,581.245,52.0059,385.136,-29.1139,473.219,-11.8209
01-25 0:00,0,597.085,61.5016,395.598,-22.3445,486.132,-4.33701
01-25 1:00,0,618.298,74.2506,409.613,-13.2619,503.431,5.70519
01-25 2:00,0,646.866,91.4757,428.383,-1.07051,526.629,19.2016
01-25 3:00,0,666.046,103.08,441.07,7.18598,542.282,28.329
01-25 4:00,0,685.186,114.69,453.707,15.4238,557.895,37.4485
01-25 5:00,0,710.645,130.178,470.522,26.406,578.67,49.607
01-25 6:00,0,757.977,155.508,501.708,43.3859,617.243,68.7065
01-25 7:00,0,813.868,189.893,538.614,67.659,662.88,95.6109
01-25 8:00,25,769.999,162.883,509.646,48.5975,627.059,74.4823
01-25 9:00,132,-1681.45,253.22,-1906.69,192.915,-1815.4,217.27
01-25 10:00,292,-2054.7,322.743,-2269.6,267.503,-2183.37,296.482
01-25 11:00,453,-2255.56,342.225,-2451.63,290.668,-2374.7,322.128
01-25 12:00,484,-3205.56,579.328,-3348.78,529.562,-3308.05,586.036
01-25 13:00,294,-2612.89,374.498,-2756.7,329.755,-2716.95,368.001
01-25 14:00,98,-1806.63,180.978,-1962.5,136.792,-1897.77,159.177
01-25 15:00,35,526.228,22.665,348.59,-49.3056,428.141,-34.3908
01-25 16:00,0,604.707,66.0581,400.37,-19.2546,492.039,-0.912283
01-25 17:00,0,677.204,109.826,448.226,11.8485,551.136,33.4969
01-25 18:00,0,745.813,148.043,493.559,38.0417,607.16,62.7802
01-25 19:00,0,826.203,197.492,546.503,72.8622,672.653,101.387
01-25 20:00,0,812.219,188.85,537.26,66.7661,661.234,94.6348
01-25 21:00,0,805.903,184.953,533.106,64.0282,656.082,91.5924
01-25 22:00,0,805.688,184.821,532.974,63.941,655.91,91.4909
01-25 23:00,0,790.295,175.334,522.793,57.2389,643.337,84.0705
01-26 0:00,0,770.943,163.436,510.019,48.8411,627.543,74.7635
01-26 1:00,0,760.609,157.098,503.215,44.3739,619.116,69.8054
01-26 2:00,0,779.454,168.671,515.696,52.5713,634.51,78.8695
01-26 3:00,0,798.317,180.279,528.142,60.7588,649.905,87.9471
01-26 4:00,0,804.113,183.851,531.945,63.2634,654.629,90.7347
01-26 5:00,0,822.253,195.051,543.933,71.1658,669.444,99.4899
01-26 6:00,0,848.231,207.804,560.148,81.9129,689.736,111.504
01-26 7:00,0,877.517,226.017,579.471,94.7028,713.64,125.689
01-26 8:00,20,793.121,173.723,523.848,57.9699,644.809,84.9439
01-26 9:00,102,-1591.69,228.593,-1806.01,169.815,-1717.18,192.289
01-26 10:00,196,-1226.32,176.58,-1445.74,113.419,-1354.12,132.628
01-26 11:00,231,-1326.72,169.843,-1532.48,111.046,-1447.7,129.984
01-26 12:00,206,617.022,73.4777,408.657,-13.8927,501.595,7.97228
01-26 13:00,285,576.332,49.0563,381.792,-31.289,468.467,-11.2274
01-26 14:00,339,552.44,34.7762,365.994,-41.4907,449.011,-22.471
01-26 15:00,219,524.545,18.1707,347.591,-53.3483,426.31,-35.557
01-26 16:00,141,543.641,29.5341,360.217,-45.2162,441.861,-26.5952
01-26 17:00,0,583.269,53.2102,386.377,-28.3244,474.115,-7.95893
01-26 18:00,0,622.031,76.4932,411.976,-11.7395,505.689,10.3493
01-26 19:00,0,674.449,108.173,446.602,10.7913,549.139,32.332
01-26 20:00,0,636.881,85.446,421.79,-5.35559,518.489,14.4614
01-26 21:00,0,620.233,75.409,410.783,-12.5026,504.908,6.5617
01-26 22:00,0,620.493,75.5687,410.973,-12.3791,505.127,6.68977
01-26 23:00,0,619.961,75.2483,410.621,-12.6075,504.693,6.43749
01-27 0:00,0,608.36,68.2677,402.949,-17.5825,495.231,0.940697
01-27 1:00,0,601.457,64.1211,398.396,-20.5326,489.605,-2.32406
01-27 2:00,0,624.983,78.2763,413.963,-10.4389,508.796,8.82398
01-27 3:00,0,652.818,95.0758,432.347,1.50742,531.496,22.039
01-27 4:00,0,668.415,104.516,442.631,8.20342,544.213,29.4564
01-27 5:00,0,684.806,114.46,453.454,15.2592,557.585,37.2671
01-27 6:00,0,711.51,130.707,471.096,26.7816,579.377,50.0215
01-27 7:00,0,760.69,157.171,503.498,44.5608,619.457,70.0087
01-27 8:00,282,710.471,126.489,470.438,22.9103,578.569,46.0136
01-27 9:00,664,-1392.27,157.964,-1590.99,101.321,-1505.58,122.01
01-27 10:00,801,-1926.32,243.012,-2110.24,192.704,-2039.81,217.752
01-27 11:00,856,-1995.65,243.879,-2170.54,195.41,-2104.67,221.025
01-27 12:00,886,-2247.68,287.035,-2407.05,241.507,-2349.1,271.053
01-27 13:00,855,-2197.18,258.816,-2347.31,214.89,-2294.07,242.89
01-27 14:00,801,-1704.22,155.312,-1858.78,110.606,-1802.59,130.226
01-27 15:00,721,551.438,37.5469,365.956,-41.5514,448.804,-22.6049
01-27 16:00,431,614.817,72.1509,407.201,-14.8369,499.8,6.92986
01-27 17:00,0,665.66,102.846,440.799,7.01025,541.97,28.1464
01-27 18:00,0,722.817,134.014,478.59,28.2403,588.644,51.9168
01-27 19:00,0,804.247,183.956,532.252,63.4665,655.018,90.9664
01-27 20:00,0,796.127,178.95,526.885,59.9324,648.387,87.0522
01-27 21:00,0,809.667,187.3,535.839,65.8297,659.465,93.5925
01-27 22:00,0,815.464,190.88,539.671,68.3555,664.187,96.3831
01-27 23:00,0,819.822,193.572,542.545,70.251,667.745,98.4867
01-28 0:00,0,826.539,197.725,546.981,73.1782,673.232,101.732
01-28 1:00,0,846.962,207.042,559.558,81.5233,689.003,111.073
01-28 2:00,0,882.001,228.839,582.681,96.8314,717.612,128.053
01-28 3:00,0,909.036,241.965,600.57,105.19,739.734,137.601
01-28 4:00,0,914.754,245.541,604.348,107.699,744.42,140.392
01-28 5:00,0,921.831,249.971,609.016,110.801,750.201,143.836
01-28 6:00,0,948.733,266.846,626.739,122.597,772.167,156.944
01-28 7:00,0,992.48,294.412,655.443,141.759,807.758,178.246
01-28 8:00,0,945.731,264.954,624.634,121.196,769.578,155.395
01-28 9:00,0,-1276.72,283.498,-1564.15,204.352,-1431.97,231.131
01-28 10:00,0,-1961.77,401.797,-2242.84,334.283,-2122.58,365.505
01-28 11:00,14,-2397.66,478.397,-2652.29,419.327,-2544.02,455.762
01-28 12:00,15,-2656.38,524.24,-2886.23,469.516,-2789.74,510.217
01-28 13:00,2,-1544.14,279.718,-1792.7,213.595,-1686.53,238.056
01-28 14:00,4,-944.996,198.615,-1203.4,121.787,-1086.63,144.691
01-28 15:00,3,773.421,164.99,511.889,50.0662,629.004,78.9598
01-28 16:00,5,812.045,188.77,537.309,66.7953,660.413,97.4725
01-28 17:00,0,861.738,216.221,569.306,87.9714,701.081,118.235
01-28 18:00,0,909.701,242.381,601.008,105.48,740.276,137.924
01-28 19:00,0,980.642,286.935,647.643,136.545,798.087,172.449
01-28 20:00,0,953.499,269.836,629.758,124.61,775.922,159.186
01-28 21:00,0,943.154,263.334,622.924,120.056,767.467,154.133
01-28 22:00,0,939.588,261.096,620.589,118.501,764.56,152.399
01-28 23:00,0,940.513,261.677,621.209,118.914,765.319,152.852
01-29 0:00,0,933.724,257.416,616.718,115.924,759.77,149.539
01-29 1:00,0,920.661,249.229,608.095,110.189,749.098,143.175
01-29 2:00,0,931.57,256.069,615.338,115.006,758.026,148.501
01-29 3:00,0,939.96,261.332,620.862,118.683,764.875,152.588
01-29 4:00,0,955.324,270.986,631.003,125.439,777.428,160.087
01-29 5:00,0,974.141,282.836,643.411,133.718,792.801,169.284
01-29 6:00,0,1000.39,299.412,660.667,145.254,814.225,182.126
01-29 7:00,0,1044.66,327.51,689.836,164.812,850.431,203.896
01-29 8:00,9,998.828,298.425,659.62,144.554,812.948,181.359
01-29 9:00,22,-1377.3,321.759,-1684.36,239.763,-1544.4,268.495
01-29 10:00,18,-2239.99,473.722,-2519.36,410.457,-2388.42,444.777
01-29 11:00,6,-2831.45,598.577,-3070.46,543.179,-2967.71,587.77
01-29 12:00,4,-3023.37,613.074,-3231.19,559.953,-3156.25,611.117
01-29 13:00,4,-2920.53,537.381,-3105.98,486.421,-3043.69,534.27
01-29 14:00,3,-2138.27,320.015,-2333.71,268.436,-2266.91,297.755
01-29 15:00,2,686.976,115.778,454.855,16.1742,559.342,38.2941
01-29 16:00,1,767.503,161.35,507.995,47.5131,625.019,73.2809
01-29 17:00,0,832.142,197.853,549.791,75.0706,676.912,103.912
01-29 18:00,0,880.619,227.977,581.773,96.2291,716.486,127.383
01-29 19:00,0,940.203,261.483,620.998,118.774,765.045,152.689
01-29 20:00,0,915.622,246.078,604.798,107.998,744.995,140.731
01-29 21:00,0,903.868,238.735,597.167,102.93,735.533,135.1
01-29 22:00,0,897.234,234.592,592.775,100.016,730.106,131.871
01-29 23:00,0,881.331,224.676,582.273,93.0534,717.117,124.15
01-30 0:00,0,863.125,213.349,570.268,85.1052,702.256,115.33
01-30 1:00,0,865.706,214.957,572.009,86.2575,704.378,116.59
01-30 2:00,0,893.002,231.952,590.003,98.1768,726.657,129.82
01-30 3:00,0,924.007,251.333,610.442,111.749,751.973,144.892
01-30 4:00,0,954.657,270.57,630.644,125.2,777.006,159.836
01-30 5:00,0,971.034,280.875,641.312,132.317,790.239,167.749
01-30 6:00,0,986.677,290.745,651.663,139.231,803.038,175.417
01-30 7:00,0,1023.64,314.146,675.984,155.515,833.246,193.552
01-30 8:00,0,992.178,294.221,655.243,141.626,807.516,178.1
01-30 9:00,1,917.138,247.027,605.798,108.663,746.213,141.457
01-30 10:00,0,-1339.93,306.865,-1641.34,225.386,-1504.51,253.528
01-30 11:00,0,-2154.53,420.931,-2415.63,359.451,-2295.18,392.076
01-30 12:00,0,-3187.57,666.335,-3390.67,612.826,-3317.37,668.735
01-30 13:00,0,-2989.41,550.62,-3168.52,499.845,-3109.42,549.545
