Time_stamp,Irradiance,P1 (kW),Q1 (kvar),P2 (kW),Q2 (kvar),P3 (kW),Q3 (kvar)
01-16 22:00,0,553.522,35.4109,366.566,-41.1225,449.7,-22.0732
01-16 23:00,0,536.011,24.9748,354.996,-48.5808,435.452,-30.2924
01-17 0:00,0,524.621,18.2022,347.489,-53.4148,426.185,-35.63
01-17 1:00,0,519.497,15.1576,344.104,-55.5926,422.022,-38.0262
01-17 2:00,0,519.22,14.9937,343.925,-55.7079,421.799,-38.1549
01-17 3:00,0,523.732,17.674,346.906,-53.7896,425.469,-36.042
01-17 4:00,0,528.825,20.701,350.269,-51.6255,429.612,-33.6566
01-17 5:00,0,531.554,22.3245,352.069,-50.4661,431.832,-32.3778
01-17 6:00,0,426.635,-36.2376,283.303,-94.5869,347.013,-81.0342
01-17 7:00,0,417.721,-41.4563,277.456,-98.3166,339.82,-85.1378
01-17 8:00,0,391.88,-56.5469,260.482,-109.129,318.936,-97.0335
01-17 9:00,147,371.745,-68.278,247.154,-117.603,302.548,-106.35
01-17 10:00,280,-2707.52,270.552,-2788.2,234.889,-2765.64,272.278
01-17 11:00,382,-3751.14,629.192,-3799.8,577.894,-3788.13,652.032
01-17 12:00,431,-4286.09,847.326,-4324.75,785.709,-4328.18,887.717
01-17 13:00,422,-4198.67,802.083,-4236.91,742.821,-4241.76,840.386
01-17 14:00,358,-3523.03,520.922,-3566.11,475.218,-3570.09,541.59
01-17 15:00,247,-2357.44,162.417,-2428.25,131.603,-2410.81,159.787
01-17 16:00,111,307.008,-98.9587,204.193,-138.113,249.72,-129.478
01-17 17:00,21,351.34,-73.2974,233.763,-122.709,285.661,-109.116
01-17 18:00,0,383.292,-58.1216,254.937,-112.641,311.678,-97.73
01-17 19:00,0,397.243,-49.9843,264.172,-106.76,323.026,-91.2737
01-17 20:00,0,404.441,-45.7799,268.933,-103.726,328.881,-87.9397
01-17 21:00,0,528.696,24.1422,350.576,-51.3452,430.055,-33.2707
01-17 22:00,0,558.822,38.5905,370.527,-41.9075,454.637,-22.5567
01-17 23:00,0,566.505,43.1795,375.606,-38.6264,460.896,-18.9385
01-18 0:00,0,567.106,43.5387,375.998,-38.3731,461.384,-18.6564
01-18 1:00,0,575.075,48.3036,381.268,-34.9661,467.878,-14.8993
01-18 2:00,0,588.796,56.5206,390.339,-29.0973,479.06,-8.42369
01-18 3:00,0,602.481,64.7304,399.38,-23.2406,490.211,-1.95792
01-18 4:00,0,602.214,64.5705,399.192,-23.3618,489.989,-2.08649
01-18 5:00,0,577.477,49.741,382.83,-33.9554,469.826,-13.7717
01-18 6:00,0,450.238,-25.7539,298.775,-88.0274,366.22,-73.4021
01-18 7:00,0,442.183,-30.4896,293.45,-91.4333,359.669,-77.1497
01-18 8:00,0,471.964,-12.9555,313.148,-78.8238,383.912,-63.2679
01-18 9:00,151,471.152,-13.4341,312.596,-79.1768,383.247,-63.6495
01-18 10:00,284,-2661.95,309.394,-2766.75,270.486,-2728.57,307.762
01-18 11:00,383,-3718.13,655.725,-3797.17,604.685,-3780.47,678.669
01-18 12:00,430,-4219.78,854.085,-4268.29,791.001,-4262.52,889.545
01-18 13:00,420,-4125.04,803.965,-4172.47,743.489,-4168.61,837.352
01-18 14:00,340,-3259.59,466.606,-3331.14,424.047,-3321.01,480.602
01-18 15:00,200,-1773.22,92.1411,-1882.47,57.4135,-1842.48,76.3431
01-18 16:00,71,352.563,-72.5876,234.57,-122.196,286.656,-108.552
01-18 17:00,11,364.374,-69.1311,242.419,-120.601,296.293,-106.47
01-18 18:00,0,387.231,-55.8257,257.55,-110.978,314.884,-95.9072
01-18 19:00,0,379.403,-60.3874,252.36,-114.281,308.513,-99.5292
01-18 20:00,0,375.238,-62.8127,249.605,-116.033,305.126,-101.454
01-18 21:00,0,506.53,10.9677,335.848,-60.8413,411.337,-40.7293
01-18 22:00,0,527.822,23.6222,350.004,-51.7137,429.346,-33.6794
01-18 23:00,0,523.72,21.1834,347.289,-53.4627,426,-35.6081
01-19 0:00,0,528.142,23.8128,350.216,-51.5771,429.603,-33.5313
01-19 1:00,0,533.367,26.9215,353.669,-49.3523,433.858,-31.0777
01-19 2:00,0,538.894,30.2122,357.32,-46.998,438.359,-28.4808
01-19 3:00,0,546.759,31.3956,362.557,-47.0515,444.811,-28.2319
01-19 4:00,0,558.075,38.1446,370.039,-42.2228,454.029,-22.908
01-19 5:00,0,562.049,40.5173,372.659,-40.5303,457.264,-21.038
01-19 6:00,0,446.773,-27.7913,296.486,-89.4919,363.4,-75.0152
01-19 7:00,0,441.372,-30.9656,292.916,-91.7749,359.01,-77.5265
01-19 8:00,0,429.546,-34.5317,285.225,-93.3602,349.38,-79.683
01-19 9:00,64,424.243,-37.6396,281.716,-95.5994,345.065,-82.1461
01-19 10:00,99,370.351,-69.0881,246.241,-118.184,301.417,-106.992
01-19 11:00,121,365.22,-72.0713,242.844,-120.341,297.241,-109.363
01-19 12:00,133,347.999,-82.07,231.447,-127.571,283.229,-117.31
01-19 13:00,117,343.516,-84.6683,228.485,-129.449,279.583,-119.375
01-19 14:00,86,335.056,-89.5684,222.888,-132.995,272.701,-123.272
01-19 15:00,58,334.5,-89.8895,222.522,-133.226,272.25,-123.527
01-19 16:00,31,345.857,-83.3106,230.039,-128.464,281.489,-118.295
01-19 17:00,7,372.831,-67.6449,247.889,-117.137,303.436,-105.845
01-19 18:00,0,396.726,-53.7193,263.696,-107.084,322.882,-94.7878
01-19 19:00,0,395.935,-54.1809,263.164,-107.422,322.236,-95.1558
01-19 20:00,0,395.829,-54.2427,263.094,-107.467,322.149,-95.2048
01-19 21:00,0,505.156,10.0424,335.353,-61.2539,411.099,-44.3253
01-19 22:00,0,531.619,25.7475,352.873,-49.9845,432.664,-31.9133
01-19 23:00,0,552.642,38.2644,366.773,-41.025,449.793,-22.0335
01-20 0:00,0,564.925,45.5946,374.89,-35.7852,459.801,-16.2523
01-20 1:00,0,570.695,49.0426,378.702,-33.3228,464.503,-13.5342
01-20 2:00,0,570.109,48.6924,378.31,-33.576,464.023,-13.8115
01-20 3:00,0,572.138,49.9054,379.654,-32.7077,465.678,-12.8545
01-20 4:00,0,582.241,55.9484,386.34,-28.3854,473.914,-8.08902
01-20 5:00,0,595.509,63.8987,395.116,-22.7057,484.731,-1.82339
01-20 6:00,0,493.731,3.27917,327.797,-66.107,401.795,-49.671
01-20 7:00,0,495.567,4.36544,329.015,-65.3249,403.29,-48.8119
01-20 8:00,0,469.621,-10.9612,311.838,-76.3403,382.154,-60.9378
01-20 9:00,118,459.152,-17.1272,304.924,-80.7675,373.634,-65.8174
01-20 10:00,226,-2046.95,161.233,-2166.23,123.703,-2121.57,147.939
01-20 11:00,321,-3076.85,426.071,-3168.06,383.594,-3144.74,432.813
01-20 12:00,389,-3803.31,678.004,-3873.83,625.534,-3861.08,703.13
01-20 13:00,403,-3935.39,725.932,-3990.16,670.321,-3984.27,755.023
01-20 14:00,347,-3350.45,489.393,-3414.93,445.757,-3408.24,505.605
01-20 15:00,239,-2230.16,155.877,-2311.11,124.583,-2285.49,150.405
01-20 16:00,112,366.891,-64.3275,244.256,-116.114,298.85,-105.062
01-20 17:00,24,425.464,-33.4889,282.538,-91.7015,346.079,-78.1528
01-20 18:00,0,464.607,-10.4831,308.438,-75.1412,377.942,-59.9309
01-20 19:00,0,466.411,-9.41861,309.614,-74.3876,379.405,-59.0926
01-20 20:00,0,464.242,-10.6973,308.178,-75.3075,377.638,-60.1049
01-20 21:00,0,607.764,71.2399,403.03,-17.5788,494.5,3.84049
01-20 22:00,0,619.97,75.2355,410.424,-12.7472,503.775,9.23659
01-20 23:00,0,629.144,80.7627,416.498,-8.80511,511.252,13.5809
01-21 0:00,0,655.18,96.4802,433.595,2.30908,532.353,25.8585
01-21 1:00,0,671.997,106.668,444.79,9.60896,546.9,31.0229
01-21 2:00,0,682.784,113.213,451.915,14.2544,555.689,36.1576
01-21 3:00,0,690.044,117.623,456.702,17.3779,561.608,39.6177
01-21 4:00,0,693.359,119.638,458.885,18.8033,564.31,41.1983
01-21 5:00,0,701.27,124.45,464.111,22.2159,570.763,44.9749
01-21 6:00,0,551.702,34.3339,365.454,-41.8257,448.94,-25.8642
01-21 7:00,0,542.634,28.9287,359.459,-45.6911,441.55,-30.1312
01-21 8:00,36,521.272,16.2224,345.36,-54.769,424.147,-40.1642
01-21 9:00,134,516.276,13.2557,342.06,-56.8914,420.084,-42.5041
01-21 10:00,250,-2249.34,239.766,-2386.73,198.364,-2332.88,227.699
01-21 11:00,347,-3263.89,526.979,-3375.84,481.583,-3334.02,537.3
01-21 12:00,401,-3865.68,743.053,-3955.79,688.754,-3931.44,768.991
01-21 13:00,380,-3639.72,651.741,-3735.08,601.55,-3709.92,672.391
01-21 14:00,305,-2814.36,379.988,-2925.44,338.596,-2892.27,380.878
01-21 15:00,194,461.447,-12.3439,306.327,-76.4925,375.362,-61.4086
01-21 16:00,79,491.096,5.1541,325.873,-63.9612,399.429,-47.6067
01-21 17:00,15,523.653,21.1345,346.893,-50.3977,426.05,-35.5962
01-21 18:00,0,549.74,33.1638,364.159,-42.6611,447.342,-26.7873
01-21 19:00,0,553.922,35.6585,366.92,-40.8798,450.747,-24.82
01-21 20:00,0,551.99,34.5058,365.64,-41.7054,449.172,-25.7301
01-21 21:00,0,538.87,26.6867,356.971,-47.2942,438.483,-31.9009
01-21 22:00,0,706.488,127.628,467.542,24.458,575.013,47.4632
01-21 23:00,0,719.124,131.999,475.115,29.447,584.548,53.0591
01-22 0:00,0,738.664,140.3,488.062,34.476,600.521,58.8901
01-22 1:00,0,764.037,155.845,504.818,45.4622,621.224,71.0548
01-22 2:00,0,779.533,165.365,515.018,52.162,633.851,78.4878
01-22 3:00,0,802.775,179.679,530.347,62.2467,652.806,89.6648
01-22 4:00,0,819.28,189.87,541.095,69.3313,666.15,97.5445
01-22 5:00,0,835.103,199.663,551.549,76.2294,679.052,105.177
01-22 6:00,0,852.954,210.736,563.314,84.0044,693.612,113.803
01-22 7:00,0,856.383,212.866,565.548,85.4833,696.4,115.456
01-22 8:00,35,626.128,75.4125,414.75,-13.3515,509.78,5.88142
01-22 9:00,129,598.063,58.5418,396.18,-25.385,486.885,-7.40978
01-22 10:00,255,-2186.87,291.178,-2359.75,243.711,-2292.05,273.077
01-22 11:00,365,-3371.37,632.834,-3515.78,582.319,-3461.9,642.807
01-22 12:00,419,-3934.31,849.761,-4052.52,790.832,-4006.86,873.685
01-22 13:00,414,-3908.41,818.373,-4027.39,762.872,-3985.91,844.581
01-22 14:00,351,-3217.07,559.907,-3356.85,513.192,-3310.11,569.075
01-22 15:00,237,-2004.87,230.696,-2164.21,185.912,-2103.51,211.076
01-22 16:00,110,555.715,40.0912,368.711,-39.7611,452.813,-23.6416
01-22 17:00,25,569.551,48.3514,377.87,-33.8477,464.104,-17.1125
01-22 18:00,0,572.112,49.8819,379.554,-32.7592,466.19,-15.9055
01-22 19:00,0,738.752,143.724,488.879,34.9753,601.386,59.3896
01-22 20:00,0,758.146,155.595,501.719,43.3925,617.229,68.6986
01-22 21:00,0,749.216,150.125,495.788,39.5032,609.928,64.4064
01-22 22:00,0,721.505,133.191,477.475,27.5109,587.311,51.1319
01-22 23:00,0,709.062,125.609,469.283,22.155,577.168,45.1905
01-23 0:00,0,673.108,103.772,445.565,6.68132,547.85,28.0531
01-23 1:00,0,625.432,74.9937,414.282,-13.6546,509.209,5.54986
01-23 2:00,0,590.077,53.7521,390.899,-28.8022,480.372,-11.1845
01-23 3:00,0,555.537,33.1016,368.098,-43.5438,451.578,-24.4425
01-23 4:00,0,538.941,26.6258,357.748,-50.2526,438.675,-31.9005
01-23 5:00,0,530.853,21.8169,352.39,-53.7023,432.075,-35.7033
01-23 6:00,0,426.113,-36.5307,283.129,-94.697,346.804,-81.1527
01-23 7:00,0,418.66,-40.8966,278.194,-97.8451,340.732,-84.6174
01-23 8:00,47,418.083,-41.2341,277.816,-98.0866,340.263,-84.8846
01-23 9:00,167,433.923,-31.9504,288.301,-91.3948,353.16,-77.5233
01-23 10:00,303,-2894.18,361.297,-2984.47,321.371,-2962.11,364.644
01-23 11:00,404,-3952.28,729.469,-4004.7,673.473,-3999.97,758.993
01-23 12:00,452,-4502.45,955.203,-4526.38,883.955,-4542.63,1002.04
01-23 13:00,426,-4240.98,821.662,-4267.45,758.523,-4285.83,861.9
01-23 14:00,347,-3396.75,479.458,-3445.41,435.998,-3447.05,497.294
01-23 15:00,233,-2207.52,127.523,-2274.79,98.8903,-2255.99,123.27
01-23 16:00,105,290.621,-108.396,193.392,-144.933,236.444,-136.969
01-23 17:00,23,312.061,-96.0442,207.534,-136.002,253.826,-127.159
01-23 18:00,0,330.779,-85.2277,219.915,-128.168,269.042,-118.554
01-23 19:00,0,321.889,-90.3681,214.031,-131.893,261.814,-122.643
01-23 20:00,0,316.829,-93.2914,210.686,-134.008,257.702,-124.968
01-23 21:00,0,404.127,-45.9771,268.436,-100.695,328.722,-88.0512
01-23 22:00,0,401.389,-47.5772,266.623,-101.85,326.493,-89.3209
01-23 23:00,0,395.498,-51.0174,262.727,-104.331,321.701,-92.0499
01-24 0:00,0,392.468,-52.7858,260.724,-105.606,319.237,-93.4526
01-24 1:00,0,399.186,-48.8637,265.17,-102.775,324.703,-90.3408
01-24 2:00,0,415.04,-39.5943,275.656,-96.0928,337.601,-82.9899
01-24 3:00,0,432.607,-29.2995,287.271,-88.6793,351.896,-74.8313
01-24 4:00,0,436.477,-27.0285,289.824,-87.0486,355.042,-73.0335
01-24 5:00,0,436.354,-27.1006,289.741,-87.1015,354.942,-73.091
01-24 6:00,0,353.449,-75.4924,234.926,-121.999,287.504,-111.48
01-24 7:00,0,346.978,-79.2467,230.646,-124.714,282.241,-114.463
01-24 8:00,48,336.305,-85.4319,223.587,-129.187,273.563,-119.379
01-24 9:00,168,330.773,-88.6327,219.932,-131.502,269.067,-121.924
01-24 10:00,307,-2992.38,345.724,-3057.51,308.187,-3042.32,353.834
01-24 11:00,410,-4057.96,750.664,-4094.93,692.082,-4097.88,782.78
01-24 12:00,461,-4561.23,992.133,-4576.04,916.592,-4583.22,1036.07
01-24 13:00,454,-4491.53,954.76,-4507.24,881.689,-4515.17,997.197
01-24 14:00,390,-3792.99,651.261,-3835,598.871,-3837.17,678.245
01-24 15:00,279,-2646.06,256.775,-2712.41,223.17,-2693.86,258.964
01-24 16:00,138,325.667,-88.1916,216.436,-130.371,264.77,-120.972
01-24 17:00,32,345.996,-76.4049,230.127,-125.016,281.194,-111.648
01-24 18:00,0,374.206,-63.4132,248.925,-116.465,304.289,-101.93
01-24 19:00,0,377.787,-61.3286,251.294,-114.959,307.2,-100.276
01-24 20:00,0,384.557,-57.3844,255.775,-112.108,312.707,-97.1452
01-24 21:00,0,507.066,11.2855,336.202,-60.6136,411.773,-40.4788
01-24 22:00,0,551.164,34.0132,365.383,-45.242,447.684,-23.2214
01-24 23:00,0,600.646,63.6229,398.074,-24.0993,487.946,0.0659197
01-25 0:00,0,652.52,94.875,432.261,-1.89236,530.082,24.5471
01-25 1:00,0,694.895,120.574,460.345,16.4328,565.465,41.8844
01-25 2:00,0,724.711,135.15,480.092,25.8618,589.82,52.6145
01-25 3:00,0,743.532,146.647,492.546,34.021,605.193,61.6346
01-25 4:00,0,763.29,158.746,505.597,42.5855,621.315,71.1105
01-25 5:00,0,783.347,171.062,518.844,51.2937,637.685,80.7486
01-25 6:00,0,633.157,79.652,419.797,-13.4561,515.402,9.16369
01-25 7:00,0,630.852,78.2629,418.271,-14.4475,513.521,8.06976
01-25 8:00,33,580.876,48.2428,384.832,-32.738,472.211,-12.5206
01-25 9:00,122,552.692,34.8138,366.844,-44.39,449.882,-25.4371
01-25 10:00,240,-2104.88,227.141,-2250.54,184.858,-2189.71,211.904
01-25 11:00,345,-3238.96,536.962,-3359.02,489.759,-3319.44,545.315
01-25 12:00,389,-3716.16,697.233,-3807.76,643.422,-3779.8,717.356
01-25 13:00,334,-3138.73,475.888,-3239.06,431.604,-3210.45,483.869
01-25 14:00,239,-2124.24,190.539,-2244.89,152.857,-2199.29,179.068
01-25 15:00,160,410.528,-42.2299,272.623,-98.0087,334.347,-88.1949
01-25 16:00,80,434.097,-28.4229,288.212,-88.0618,353.544,-77.2326
01-25 17:00,19,487.129,2.80662,323.19,-65.6679,396.67,-52.5185
01-25 18:00,0,532.716,26.5199,353.076,-49.7349,433.129,-31.4985
01-25 19:00,0,552.891,35.0516,366.609,-44.4368,449.807,-25.3474
01-25 20:00,0,567.541,43.7988,376.296,-38.1807,461.742,-18.4492
01-25 21:00,0,758.579,155.858,502.451,40.5208,617.458,68.8411
01-25 22:00,0,783.489,171.151,518.947,51.3612,637.804,80.819
01-25 23:00,0,798.974,180.683,529.161,58.0859,650.439,88.2702
01-26 0:00,0,811.159,188.193,537.087,63.3106,660.259,94.0663
01-26 1:00,0,823.402,195.756,545.195,68.6605,670.265,99.9812
01-26 2:00,0,842.059,203.969,556.605,76.2376,684.588,108.46
01-26 3:00,0,857.708,213.683,566.974,83.0961,697.374,116.039
01-26 4:00,0,866.224,218.978,572.577,86.807,704.316,120.157
01-26 5:00,0,875.107,224.507,578.434,90.6891,711.563,124.46
01-26 6:00,0,688.134,109.501,455.196,9.62709,559.244,34.7289
01-26 7:00,0,673.516,100.629,445.534,3.32637,547.34,27.7778
01-26 8:00,30,594.794,56.5847,394.053,-26.7618,484.238,-8.94299
01-26 9:00,114,558.063,34.6084,369.766,-42.4677,453.634,-23.2558
01-26 10:00,215,-1838.97,178.666,-2000.41,132.513,-1934.81,156.225
01-26 11:00,288,-2616.08,346.877,-2751.1,304.387,-2697.17,341.93
01-26 12:00,316,-2965.35,422.726,-3086.23,379.896,-3041.62,426.195
01-26 13:00,334,-3151.45,472.58,-3256.58,429.178,-3219.17,481.133
01-26 14:00,306,-2861.64,373.248,-2968.3,332.948,-2931.58,376.247
01-26 15:00,203,-1780.89,107.096,-1898.45,70.5637,-1854.4,90.2828
01-26 16:00,95,395.46,-51.0398,262.701,-104.347,321.669,-92.0679
01-26 17:00,23,425.658,-33.3751,282.682,-91.6102,346.243,-78.0594
01-26 18:00,0,447.771,-20.3935,297.299,-82.2707,364.236,-67.7771
01-26 19:00,0,446.138,-21.3525,296.209,-82.9668,362.904,-68.5389
01-26 20:00,0,448.331,-20.0637,297.66,-82.0389,364.689,-67.518
01-26 21:00,0,579.043,54.02,384.046,-29.8688,471.097,-9.72075
01-26 22:00,0,604.117,69.0493,400.644,-19.1256,491.537,2.12165
01-26 23:00,0,635.79,84.7659,420.792,-6.0158,516.564,16.6683
01-27 0:00,0,657.653,97.9766,435.253,3.38755,534.378,27.0385
01-27 1:00,0,672.816,107.165,445.33,9.9612,547.568,31.4128
01-27 2:00,0,693.461,119.7,458.972,18.8596,564.4,41.2513
01-27 3:00,0,719.422,132.181,475.312,29.5755,584.791,53.2014
01-27 4:00,0,737.437,139.55,487.253,33.9462,599.521,58.3032
01-27 5:00,0,745.784,144.657,492.764,37.5568,606.337,62.3048
01-27 6:00,0,591.905,54.8564,392.216,-27.9506,481.962,-10.2613
01-27 7:00,0,584.395,50.3495,387.158,-31.2344,475.071,-10.8658
01-27 8:00,52,540.272,27.418,358.628,-49.6852,439.76,-31.275
01-27 9:00,177,506.874,7.59098,336.53,-63.9015,412.54,-46.9431
01-27 10:00,313,-2939.33,410.865,-3058.47,368.444,-3014.93,413.946
01-27 11:00,412,-3986.05,792.929,-4072.34,736.213,-4048.66,821.745
01-27 12:00,462,-4490.75,1025.69,-4552.16,954.984,-4534.23,1067.03
01-27 13:00,451,-4392.78,966.189,-4451.46,898.309,-4436.91,1005.36
01-27 14:00,386,-3705.1,659.419,-3780.85,608.461,-3765.44,682.881
01-27 15:00,277,-2539.84,286.986,-2654.93,248.187,-2614.75,283.35
01-27 16:00,133,444.551,-22.2855,295.157,-83.6396,361.611,-69.2785
01-27 17:00,28,485.969,2.12298,322.485,-66.1359,395.256,-50.0026
01-27 18:00,0,526.255,22.6816,348.611,-49.292,428.169,-34.3748
01-27 19:00,0,551.143,34.0007,365.085,-42.0636,448.485,-26.1271
01-27 20:00,0,573.409,47.3002,379.799,-32.565,466.628,-15.6376
01-27 21:00,0,772.912,164.654,511.43,49.7686,629.267,75.7816
01-27 22:00,0,811.366,188.325,536.715,66.4066,660.541,94.2263
01-27 23:00,0,847.296,207.224,559.533,81.5059,688.973,111.053
01-28 0:00,0,890.98,234.414,588.343,100.586,724.625,132.22
01-28 1:00,0,932.138,256.394,615.412,115.055,758.126,148.556
01-28 2:00,0,962.553,275.503,635.458,128.409,782.975,163.399
01-28 3:00,0,988.06,291.587,652.256,139.627,803.8,175.869
01-28 4:00,0,997.509,297.558,658.495,143.799,811.524,180.501
01-28 5:00,0,1000.08,299.184,660.171,144.921,813.615,181.756
01-28 6:00,0,789.559,167.865,521.807,53.1469,642.254,79.8634
01-28 7:00,0,783.232,163.973,517.619,50.3949,637.085,76.8179
01-28 8:00,10,732.562,136.348,484.997,28.9589,595.748,55.9102
01-28 9:00,32,704.882,119.48,466.675,16.9836,573.178,42.6992
01-28 10:00,56,666.416,99.5659,442.037,0.885012,542.577,24.8306
01-28 11:00,79,659.739,95.5294,437.603,-1.99917,537.123,21.6531
01-28 12:00,103,637.42,82.0822,423.038,-11.4639,519.153,11.1998
01-28 13:00,111,618.679,70.8014,410.228,-16.3698,503.975,2.3707
01-28 14:00,87,603.125,64.9831,399.973,-19.6137,491.319,-1.48257
01-28 15:00,47,587.676,55.7204,389.744,-26.2307,478.704,-8.79189
01-28 16:00,21,613.814,71.4032,407.061,-15.0241,500.038,3.57565
01-28 17:00,6,656.185,96.9342,434.968,3.09014,534.507,23.6158
01-28 18:00,0,689.524,117.129,457.009,17.4419,561.718,39.4912
01-28 19:00,0,709.261,129.126,470.072,25.9663,577.837,48.917
01-28 20:00,0,716.717,133.668,474.986,29.1775,583.919,52.478
01-28 21:00,0,714.387,132.249,473.436,28.1649,582.013,51.362
01-28 22:00,0,948.966,267.029,627.03,122.796,771.542,159.896
01-28 23:00,0,976.467,284.332,645.196,134.911,795.061,170.64
01-29 0:00,0,1002.13,300.55,662.109,146.219,816.011,183.201
01-29 1:00,0,1010.28,305.706,667.488,149.821,822.672,187.202
01-29 2:00,0,1016.63,309.735,671.663,152.619,827.884,190.332
01-29 3:00,0,1025.12,315.12,677.273,156.38,834.807,194.495
01-29 4:00,0,1040.43,324.85,687.383,163.164,847.333,202.034
01-29 5:00,0,1058.36,332.907,697.754,170.175,860.474,209.938
01-29 6:00,0,1069.9,340.278,705.425,175.334,869.94,215.65
01-29 7:00,0,1058.35,332.9,697.76,170.177,860.479,209.941
01-29 8:00,25,742.961,142.701,491.963,33.5267,605.167,58.0484
01-29 9:00,82,681.099,105.042,450.998,6.75865,553.799,31.3836
01-29 10:00,133,677.492,102.856,448.617,5.20771,550.869,29.6745
01-29 11:00,151,690.039,110.466,456.922,10.6195,561.1,35.6445
01-29 12:00,157,662.962,97.4776,439.753,-0.601481,539.76,23.1891
01-29 13:00,140,592.641,58.6865,393.262,-27.323,482.443,-6.61167
01-29 14:00,99,553.118,35.0673,367.117,-44.2135,450.226,-25.2385
01-29 15:00,61,556.928,37.3393,369.642,-42.5849,453.332,-23.4453
01-29 16:00,27,596.821,61.1911,396.025,-25.5352,485.849,-4.63876
01-29 17:00,6,641.598,88.1124,425.56,-6.37989,522.279,16.5092
01-29 18:00,0,655.051,96.2335,434.47,-0.587755,533.248,22.8939
01-29 19:00,0,851.955,210.141,562.849,83.6992,693.077,113.488
01-29 20:00,0,870.233,221.507,574.953,91.709,708.02,122.354
01-29 21:00,0,883.362,229.687,583.597,97.438,718.732,128.719
01-29 22:00,0,895.3,237.138,591.463,102.657,728.476,134.515
01-29 23:00,0,909.342,242.157,600.772,105.324,739.984,137.75
01-30 0:00,0,921.738,249.912,608.965,110.767,750.129,143.793
01-30 1:00,0,942.99,263.238,622.992,120.1,767.492,154.153
01-30 2:00,0,962.194,275.311,635.645,128.534,783.176,163.526
01-30 3:00,0,990.655,293.258,654.24,140.955,806.267,177.351
01-30 4:00,0,1017.82,310.456,672.152,152.946,828.494,190.695
01-30 5:00,0,1035.96,321.977,684.147,160.991,843.316,199.611
01-30 6:00,0,812.468,181.983,536.907,63.0838,660.924,90.8752
01-30 7:00,0,807.013,178.617,533.3,60.7087,656.482,88.2528
01-30 8:00,0,773.546,161.426,512.072,46.7134,630.03,72.6592
01-30 9:00,30,759.414,152.761,502.705,40.567,618.477,65.8634
