Time_stamp,RPF_Flag,Total_RPF,P (kW),Q (kvar),V1,V2,V3,EnergyCost_USD_per_kWh
01-13 16:00,0,0,2603.452,704.673,1.021628352,1.021638219,1.021639635,0.0703
01-13 17:00,0,0,2810.566,825.45,1.022804856,1.022821551,1.022822551,0.0703
01-13 18:00,0,0,3000.125,947.264,1.023866444,1.023889969,1.023890177,0.0999
01-13 19:00,0,0,3234.477,1087.445,1.025449272,1.025481082,1.025479833,0.0999
01-13 20:00,0,0,3242.474,1092.654,1.025153991,1.025187133,1.025185884,0.0999
01-13 21:00,0,0,3312.923,1138.569,1.025749342,1.025785149,1.025783525,0.0999
01-13 22:00,0,0,3343.175,1158.324,1.026170572,1.026207211,1.026205462,0.0481
01-13 23:00,0,0,3332.157,1151.128,1.026326706,1.026362804,1.026360972,0.0481
01-14 0:00,0,0,3303.637,1132.51,1.026293272,1.026325998,1.026325998,0.0481
01-14 1:00,0,0,3310.238,1136.824,1.02677858,1.026811347,1.026810598,0.0481
01-14 2:00,0,0,3371.164,1176.63,1.027879723,1.027914197,1.027911949,0.0481
01-14 3:00,0,0,3387.677,1187.441,1.028605852,1.028640992,1.028637328,0.0481
01-14 4:00,0,0,3388.582,1188.036,1.029232388,1.029267862,1.02926299,0.0481
01-14 5:00,0,0,3425.686,1209.044,1.030253174,1.030290271,1.030283984,0.0481
01-14 6:00,0,0,3483.899,1247.275,1.031528354,1.031567617,1.031560081,0.0481
01-14 7:00,0,0,3611.159,1318.958,1.033403549,1.033446601,1.03343794,0.0703
01-14 8:00,0,0,3527.181,1263.633,1.033136663,1.033177134,1.033168473,0.0703
01-14 9:00,0,0,3337.182,1139.226,1.02614609,1.026282988,1.026236148,0.0703
01-14 10:00,1,-4076.78,-4076.78,1327.671,0.9921052542,0.9922015163,0.9921577154,0.0703
01-14 11:00,1,-5604.17,-5604.17,1488.844,0.9847666465,0.9848632,0.9848170259,0.0703
01-14 12:00,1,-5925.62,-5925.62,1451.529,0.9814364874,0.9815440328,0.9814926958,0.0703
01-14 13:00,1,-5061.63,-5061.63,1210.973,0.9832923215,0.9833836706,0.9833389537,0.0703
01-14 14:00,1,-2515.568,-2515.568,846.839,0.9937841777,0.9938400946,0.9938110328,0.0703
01-14 15:00,0,0,2724.268,777.031,1.021200835,1.021250465,1.021235892,0.0703
01-14 16:00,0,0,2859.25,860.006,1.024247079,1.024261902,1.02426415,0.0703
01-14 17:00,0,0,2894.902,879.576,1.023597852,1.023614548,1.023617129,0.0703
01-14 18:00,0,0,2916.982,893.762,1.02294292,1.022961406,1.022964237,0.0999
01-14 19:00,0,0,3012.23,955.124,1.023247028,1.023269595,1.023272051,0.0999
01-14 20:00,0,0,2900.317,883.053,1.021753509,1.021774035,1.021777366,0.0999
01-14 21:00,0,0,2824.661,834.515,1.020881155,1.020900432,1.020904304,0.0999
01-14 22:00,0,0,2736.193,777.958,1.020044358,1.020061637,1.020065925,0.0481
01-14 23:00,0,0,2646.626,720.923,1.019265934,1.019281173,1.019285337,0.0481
01-15 0:00,0,0,2526.301,644.619,1.018171745,1.018184652,1.018189398,0.0481
01-15 1:00,0,0,2418.77,580.127,1.017307343,1.017317793,1.017321541,0.0481
01-15 2:00,0,0,2380.659,556.148,1.017292895,1.017302555,1.017304886,0.0481
01-15 3:00,0,0,2358.143,542.005,1.017567858,1.017577101,1.017577934,0.0481
01-15 4:00,0,0,2345.233,533.898,1.018057912,1.018066989,1.018066239,0.0481
01-15 5:00,0,0,2324.423,520.842,1.018543095,1.018551838,1.018549881,0.0481
01-15 6:00,0,0,2317.894,516.748,1.019223549,1.019232084,1.019229211,0.0481
01-15 7:00,0,0,2393.377,564.148,1.020766656,1.020776732,1.020772985,0.0703
01-15 8:00,0,0,2361.8,544.301,1.021076302,1.021085171,1.021081298,0.0703
01-15 9:00,0,0,2157.84,423.5501,1.017434707,1.017478924,1.017460521,0.0703
01-15 10:00,0,0,2079.388,374.7867,1.015562718,1.015631001,1.015603688,0.0703
01-15 11:00,0,0,2002.764,330.6914,1.01278644,1.012892279,1.012851809,0.0703
01-15 12:00,1,-3411.06,-3411.06,456.935,0.9880222775,0.9880647461,0.9880401393,0.0703
01-15 13:00,1,-3870.82,-3870.82,455.442,0.9861512046,0.9861447927,0.9861373815,0.0703
01-15 14:00,0,0,1860.558,260.9032,1.011459798,1.011510843,1.011490109,0.0703
01-15 15:00,0,0,1935.322,307.0132,1.009519526,1.009601632,1.009570447,0.0703
01-15 16:00,0,0,1989.785,340.6613,1.01472513,1.014716678,1.014723381,0.0703
01-15 17:00,0,0,2007.672,351.7395,1.01407253,1.014065493,1.014073321,0.0703
01-15 18:00,0,0,2085.505,393.4062,1.014181782,1.014178326,1.014186529,0.0999
01-15 19:00,0,0,2221.828,478.432,1.015127499,1.015129289,1.015137283,0.0999
01-15 20:00,0,0,2185.829,455.9318,1.014356528,1.014358651,1.014366895,0.0999
01-15 21:00,0,0,2184.078,454.8372,1.014181116,1.01418453,1.014192566,0.0999
01-15 22:00,0,0,2188.738,457.7479,1.014227623,1.01423212,1.014239739,0.0481
01-15 23:00,0,0,2166.734,444.0091,1.014071114,1.014075653,1.014082564,0.0481
01-16 0:00,0,0,2087.375,394.5702,1.01339753,1.013403775,1.013408771,0.0481
01-16 1:00,0,0,2038.422,364.1522,1.013162537,1.013167617,1.013171281,0.0481
01-16 2:00,0,0,2061.303,378.3641,1.01390507,1.013910691,1.013912815,0.0481
01-16 3:00,0,0,2077.093,388.1766,1.014684244,1.014690031,1.014690739,0.0481
01-16 4:00,0,0,2128.336,420.0679,1.015948766,1.015955635,1.015954678,0.0481
01-16 5:00,0,0,2170.635,446.444,1.017168362,1.017176315,1.017173942,0.0481
01-16 6:00,0,0,2260.854,491.962,1.018843081,1.018852907,1.018849243,0.0481
01-16 7:00,0,0,2383.047,568.651,1.02089731,1.020909717,1.020905012,0.0703
01-16 8:00,0,0,2305.505,519.938,1.020720441,1.020730475,1.020725853,0.0703
01-16 9:00,0,0,2091.441,386.2844,1.013104913,1.013235441,1.01318706,0.0703
01-16 10:00,1,-3716.81,-3716.81,538.113,0.9858330236,0.9859667162,0.9859098833,0.0703
01-16 11:00,1,-3681.64,-3681.64,460.576,0.9845781611,0.9847233453,0.9846615993,0.0703
01-16 12:00,0,0,1751.739,201.2269,1.005433302,1.005638608,1.00556433,0.0703
01-16 13:00,0,0,1659.711,144.89384,1.003992286,1.004185726,1.00411507,0.0703
01-16 14:00,0,0,1546.902,76.14448,1.004082885,1.004218493,1.004167031,0.0703
01-16 15:00,0,0,1470.244,29.60432,1.004844238,1.004916601,1.004887539,0.0703
01-16 16:00,0,0,1558.185,83.00629,1.00975481,1.009739988,1.009746608,0.0703
01-16 17:00,0,0,1631.327,127.57157,1.009759099,1.009746899,1.009754519,0.0703
01-16 18:00,0,0,1659.689,144.88215,1.009373759,1.009363683,1.00937201,0.0999
01-16 19:00,0,0,1625.813,124.19647,1.008411222,1.008402187,1.008411014,0.0999
01-16 20:00,0,0,1482.588,37.09957,1.006314066,1.006303616,1.006312651,0.0999
01-16 21:00,0,0,1429.113,4.7255,1.005468984,1.005458908,1.005467735,0.0999
01-16 22:00,0,0,1360.809,-36.5311,1.004596588,1.004586429,1.004594756,0.0481
01-16 23:00,0,0,1251.232,-102.4511,1.003409759,1.003398475,1.003406095,0.0481
01-17 0:00,0,0,1145.845,-165.5674,1.00260194,1.002592281,1.002597194,0.0481
01-17 1:00,0,0,1088.176,-196.6188,1.002538279,1.002527703,1.002531909,0.0481
01-17 2:00,0,0,1099.887,-189.6389,1.003380863,1.003370205,1.003373369,0.0481
01-17 3:00,0,0,1122.235,-176.3094,1.004437914,1.004427505,1.004429295,0.0481
01-17 4:00,0,0,1132.291,-170.3071,1.005417189,1.005406655,1.005407279,0.0481
01-17 5:00,0,0,1159.075,-154.3078,1.006595899,1.006585282,1.006584866,0.0481
01-17 6:00,0,0,1216.558,-119.90892,1.008079551,1.008069683,1.008068267,0.0481
01-17 7:00,0,0,1325.615,-54.4071,1.010036602,1.010028483,1.01002586,0.0703
01-17 8:00,0,0,1254.394,-97.2153,1.009989969,1.009979186,1.009976854,0.0703
01-17 9:00,0,0,1068.776,-204.8075,1.002051348,1.002193617,1.002138283,0.0703
01-17 10:00,1,-5300.7,-5300.7,253.905,0.9760105052,0.9761275019,0.9760725009,0.0703
01-17 11:00,1,-5754.9,-5754.9,324.1733,0.9736557071,0.9737885255,0.9737261966,0.0703
01-17 12:00,1,-5813.23,-5813.23,331.2932,0.9724969818,0.9726361288,0.9725710936,0.0703
01-17 13:00,1,-4297.08,-4297.08,58.87824,0.9763039545,0.9764573826,0.9763890165,0.0703
01-17 14:00,0,0,943.34,-265.7762,0.9957152062,0.9959075637,0.9958340765,0.0703
01-17 15:00,0,0,934.196,-271.1888,0.9950326699,0.9952025025,0.9951369677,0.0703
01-17 16:00,0,0,1089.217,-182.4177,1.004383954,1.004362137,1.004367674,0.0703
01-17 17:00,0,0,1246.3,-91.7748,1.005264802,1.005247356,1.005253685,0.0703
01-17 18:00,0,0,1380.173,-21.5181,1.006066292,1.006053135,1.006059838,0.0999
01-17 19:00,0,0,1566.961,91.66043,1.007790015,1.007782729,1.007789599,0.0999
01-17 20:00,0,0,1503.909,53.35557,1.006664474,1.00665752,1.006664474,0.0999
01-17 21:00,0,0,1463.367,28.77841,1.0059754,1.00596928,1.005975942,0.0999
01-17 22:00,0,0,1462.624,28.32734,1.005906993,1.00590208,1.005908075,0.0481
01-17 23:00,0,0,1396.514,-11.6546,1.005204971,1.0051996,1.005204846,0.0481
01-18 0:00,0,0,1301.083,-69.166,1.004441162,1.004435291,1.004438039,0.0481
01-18 1:00,0,0,1266.687,-89.8382,1.004556368,1.004550039,1.004551788,0.0481
01-18 2:00,0,0,1311.659,-62.8034,1.005723087,1.005717591,1.005718008,0.0481
01-18 3:00,0,0,1346.284,-41.9553,1.006868781,1.006863701,1.006862785,0.0481
01-18 4:00,0,0,1339.451,-46.0719,1.007628218,1.007622806,1.007620807,0.0481
01-18 5:00,0,0,1287.934,-77.074,1.007952187,1.007945567,1.007942735,0.0481
01-18 6:00,0,0,1312.685,-62.1858,1.009081892,1.009075313,1.009071566,0.0481
01-18 7:00,0,0,1408.453,-4.4431,1.010897714,1.010892385,1.010887721,0.0703
01-18 8:00,0,0,1394.181,-13.0623,1.011443643,1.011437148,1.011432318,0.0703
01-18 9:00,0,0,1242.922,-104.10114,1.003497277,1.003650247,1.00359025,0.0703
01-18 10:00,0,0,1223.207,-115.923466,1.001902167,1.002091152,1.002018664,0.0703
01-18 11:00,1,-5541.66,-5541.66,375.528,0.9750200302,0.9751595936,0.9750936008,0.0703
01-18 12:00,1,-4632.27,-4632.27,186.4551,0.9768559208,0.9770083913,0.9769384431,0.0703
01-18 13:00,0,0,1095.914,-178.4265,0.9980982333,0.9983018325,0.9982236404,0.0703
01-18 14:00,0,0,1074.537,-191.1653,0.9980634673,0.9982285534,0.9981634766,0.0703
01-18 15:00,0,0,1159.542,-140.44132,1.001641235,1.001712474,1.001680664,0.0703
01-18 16:00,0,0,1169.893,-134.25602,1.005357358,1.005338247,1.005341911,0.0703
01-18 17:00,0,0,1152.636,-144.5737,1.004207793,1.004189306,1.004193886,0.0703
01-18 18:00,0,0,1227.847,-99.54982,1.004364843,1.004349396,1.004354767,0.0999
01-18 19:00,0,0,1362.633,-28.776,1.005367517,1.005356734,1.00536223,0.0999
01-18 20:00,0,0,1282.182,-77.1957,1.004026968,1.004016476,1.004021972,0.0999
01-18 21:00,0,0,1323.916,-52.0985,1.004350729,1.004342776,1.004347772,0.0999
01-18 22:00,0,0,1324.495,-51.7508,1.004327579,1.004320917,1.004325289,0.0481
01-18 23:00,0,0,1238.085,-103.6683,1.003434074,1.003426496,1.003430327,0.0481
01-19 0:00,0,0,1171.137,-143.7571,1.002991235,1.002980868,1.002983824,0.0481
01-19 1:00,0,0,1132.512,-166.8312,1.003094034,1.003083125,1.003085374,0.0481
01-19 2:00,0,0,1152.734,-154.7505,1.003995533,1.003985166,1.003986082,0.0481
01-19 3:00,0,0,1176.904,-140.30221,1.005026894,1.005017068,1.005016652,0.0481
01-19 4:00,0,0,1199.145,-126.99437,1.006094521,1.006084944,1.006083445,0.0481
01-19 5:00,0,0,1230.308,-108.32626,1.007287471,1.007278311,1.007275604,0.0481
01-19 6:00,0,0,1283.141,-76.6185,1.008702256,1.008693804,1.008690182,0.0481
01-19 7:00,0,0,1384.15,-15.797,1.01056571,1.010558673,1.01055401,0.0703
01-19 8:00,0,0,1339.092,-42.9622,1.010786796,1.01077772,1.010773181,0.0703
01-19 9:00,0,0,1169.605,-144.66882,1.00908947,1.009085306,1.009078145,0.0703
01-19 10:00,1,-6201.46,-6201.46,480.677,0.9782504715,0.9781849784,0.9781946379,0.0703
01-19 11:00,1,-7319.4,-7319.4,692.993,0.9738792916,0.973799101,0.9738129241,0.0703
01-19 12:00,1,-5243.98,-5243.98,261.5428,0.980072539,0.9800078786,0.9800171217,0.0703
01-19 13:00,0,0,1068.212,-194.9313,1.007328773,1.007308205,1.007307706,0.0703
01-19 14:00,0,0,1055.942,-202.2356,1.006236166,1.00621235,1.006213766,0.0703
01-19 15:00,0,0,1062.883,-198.1042,1.005168373,1.005144183,1.005146847,0.0703
01-19 16:00,0,0,1156.866,-142.04169,1.005159338,1.005137604,1.005141143,0.0703
01-19 17:00,0,0,1234.94,-98.5916,1.005106377,1.005087017,1.005091597,0.0703
01-19 18:00,0,0,1335.701,-44.587,1.005535934,1.005520487,1.005525567,0.0999
01-19 19:00,0,0,1487.743,36.90086,1.006736545,1.006726261,1.006731549,0.0999
01-19 20:00,0,0,1391.795,-21.1576,1.005201016,1.00519069,1.005195936,0.0999
01-19 21:00,0,0,1348.017,-47.5733,1.004492124,1.004482339,1.004487336,0.0999
01-19 22:00,0,0,1354.795,-43.4846,1.004563571,1.004555452,1.004559615,0.0481
01-19 23:00,0,0,1328.453,-59.3604,1.004397486,1.004389616,1.004393114,0.0481
01-20 0:00,0,0,1269.872,-94.5954,1.003969428,1.003957645,1.003961891,0.0481
01-20 1:00,0,0,1230.066,-118.49013,1.00401989,1.004007524,1.00401098,0.0481
01-20 2:00,0,0,1241.987,-111.33741,1.004786697,1.004774914,1.004777121,0.0481
01-20 3:00,0,0,1253.908,-104.18248,1.00564552,1.005633945,1.005635069,0.0481
01-20 4:00,0,0,1276.486,-90.6211,1.006685708,1.006674591,1.006674549,0.0481
01-20 5:00,0,0,1327.028,-60.2171,1.008061939,1.008051696,1.008050239,0.0481
01-20 6:00,0,0,1448.766,13.2903,1.010189197,1.010181245,1.010178497,0.0481
01-20 7:00,0,0,1601.019,105.76266,1.012587213,1.012582009,1.01257797,0.0703
01-20 8:00,0,0,1535.083,65.63447,1.012573473,1.012565771,1.012562107,0.0703
01-20 9:00,1,-3926.86,-3926.86,220.36,0.9847557379,0.984783509,0.9847621499,0.0703
01-20 10:00,1,-6512.87,-6512.87,667.09,0.9752766735,0.9752902052,0.9752710943,0.0703
01-20 11:00,1,-8003.43,-8003.43,989.25,0.9692312333,0.9692572973,0.9692310668,0.0703
01-20 12:00,1,-9406.29,-9406.29,1351.701,0.9634548022,0.9634990611,0.9634639205,0.0703
01-20 13:00,1,-8840.94,-8840.94,1098.863,0.9630071337,0.9630764574,0.9630321152,0.0703
01-20 14:00,1,-6318.05,-6318.05,416.897,0.9687358918,0.9688226192,0.9687745298,0.0703
01-20 15:00,0,0,1004.649,-232.7263,0.9968101037,0.9969392165,0.9968857561,0.0703
01-20 16:00,0,0,1270.559,-80.515,1.006390718,1.006367568,1.006372523,0.0703
01-20 17:00,0,0,1472.049,30.69394,1.007816246,1.007798467,1.007804255,0.0703
01-20 18:00,0,0,1628.189,125.62778,1.008958733,1.008945993,1.008952321,0.0999
01-20 19:00,0,0,1779.754,215.0995,1.010155763,1.010148311,1.010154639,0.0999
01-20 20:00,0,0,1675.502,151.2118,1.008541126,1.008533007,1.008539627,0.0999
01-20 21:00,0,0,1643.904,131.90151,1.007986536,1.007979458,1.007985704,0.0999
01-20 22:00,0,0,1595.012,102.07587,1.007378153,1.007371325,1.007376988,0.0481
01-20 23:00,0,0,1545.054,71.66838,1.006897551,1.006890556,1.006895428,0.0481
01-21 0:00,0,0,1513.515,52.5083,1.00671706,1.006707692,1.006713562,0.0481
01-21 1:00,0,0,1508.53,49.48759,1.007083871,1.007074836,1.0070795,0.0481
01-21 2:00,0,0,1554.426,77.38316,1.00815945,1.008151497,1.00815487,0.0481
01-21 3:00,0,0,1573.707,89.11069,1.009034927,1.00902764,1.009029514,0.0481
01-21 4:00,0,0,1573.699,89.10323,1.00978229,1.009774962,1.009775753,0.0481
01-21 5:00,0,0,1599.531,104.84056,1.01086453,1.010857744,1.010857327,0.0481
01-21 6:00,0,0,1653.906,138.01947,1.012262537,1.012256624,1.012255209,0.0481
01-21 7:00,0,0,1748.312,195.8006,1.014043052,1.014038555,1.014036223,0.0703
01-21 8:00,0,0,1673.129,149.7539,1.012302174,1.012330944,1.012315706,0.0703
01-21 9:00,0,0,1513.139,52.28504,1.008498657,1.008582345,1.008547454,0.0703
01-21 10:00,1,-4164.98,-4164.98,332.8464,0.9832540582,0.9833156376,0.9832826204,0.0703
01-21 11:00,1,-5060.62,-5060.62,456.691,0.978986385,0.9790582484,0.9790197353,0.0703
01-21 12:00,1,-3933.15,-3933.15,294.368,0.9818085036,0.9819077218,0.9818598406,0.0703
01-21 13:00,0,0,1495.784,51.75265,1.004758094,1.004882168,1.004832955,0.0703
01-21 14:00,0,0,1503.961,56.71255,1.005319761,1.005408029,1.005371264,0.0703
01-21 15:00,0,0,1549.331,80.9597,1.006739293,1.006784718,1.006764191,0.0703
01-21 16:00,0,0,1654.538,141.73359,1.010818689,1.010801743,1.01080803,0.0703
01-21 17:00,0,0,1735.287,191.1388,1.010924403,1.010910205,1.010917616,0.0703
01-21 18:00,0,0,1817.89,231.2736,1.011075249,1.011064382,1.011072501,0.0999
01-21 19:00,0,0,1946.313,310.4307,1.011995693,1.011989614,1.011997733,0.0999
01-21 20:00,0,0,1851.431,251.9047,1.010518245,1.01051175,1.010520077,0.0999
01-21 21:00,0,0,1805.86,223.8777,1.009810935,1.009805065,1.0098131,0.0999
01-21 22:00,0,0,1771.694,202.9036,1.009380546,1.009374967,1.009382503,0.0481
01-21 23:00,0,0,1730.116,177.417,1.008978635,1.008973139,1.008979842,0.0481
01-22 0:00,0,0,1688.61,152.0211,1.008698384,1.00869318,1.008699758,0.0481
01-22 1:00,0,0,1701.279,159.7732,1.00923328,1.009228575,1.009233863,0.0481
01-22 2:00,0,0,1755.548,193.0074,1.010378265,1.010374685,1.010378473,0.0481
01-22 3:00,0,0,1809.616,226.1901,1.011618264,1.011615849,1.011618097,0.0481
01-22 4:00,0,0,1848.341,250.0041,1.012765706,1.012764249,1.012764998,0.0481
01-22 5:00,0,0,1887.602,274.1889,1.013972104,1.013971396,1.013970855,0.0481
01-22 6:00,0,0,1963.566,321.0977,1.015586784,1.015587491,1.015585909,0.0481
01-22 7:00,0,0,2095.702,399.7488,1.01773028,1.017733652,1.017730904,0.0703
01-22 8:00,0,0,2037.958,363.8629,1.016422456,1.016452434,1.016439028,0.0703
01-22 9:00,0,0,1869.456,259.6657,1.012957605,1.013030593,1.013001156,0.0703
01-22 10:00,1,-4141.55,-4141.55,509.445,0.9849861923,0.9850532676,0.9850197924,0.0703
01-22 11:00,1,-4337.47,-4337.47,488.723,0.9822807789,0.9823848685,0.9823368624,0.0703
01-22 12:00,1,-4015.45,-4015.45,423.787,0.9821494178,0.9822684963,0.982214911,0.0703
01-22 13:00,1,-3948.96,-3948.96,374.9764,0.9808836884,0.9810044323,0.9809500559,0.0703
01-22 14:00,0,0,1638.863,132.16254,1.003668525,1.003828115,1.00376841,0.0703
01-22 15:00,0,0,1661.246,145.83221,1.004301931,1.004425007,1.004378042,0.0703
01-22 16:00,0,0,1702.708,171.1856,1.011409835,1.011394638,1.011401882,0.0703
01-22 17:00,0,0,1730.145,187.9879,1.010875231,1.010861782,1.010870151,0.0703
01-22 18:00,0,0,1820.349,232.7852,1.011122006,1.011112139,1.01112109,0.0999
01-22 19:00,0,0,1971.972,326.298,1.01231887,1.012314373,1.012323242,0.0999
01-22 20:00,0,0,1909.174,287.4945,1.011220808,1.011216478,1.011225596,0.0999
01-22 21:00,0,0,1828.531,237.8156,1.010095391,1.010090603,1.010099638,0.0999
01-22 22:00,0,0,1718.832,170.5115,1.008747598,1.008741477,1.008750138,0.0481
01-22 23:00,0,0,1628.511,115.332808,1.007752626,1.007745715,1.007753542,0.0481
01-23 0:00,0,0,1461.455,13.8351,1.006081614,1.00607491,1.006081197,0.0481
01-23 1:00,0,0,1296.189,-79.0888,1.004687479,1.004677403,1.004683024,0.0481
01-23 2:00,0,0,1240.575,-112.47358,1.004728324,1.004716957,1.00472187,0.0481
01-23 3:00,0,0,1171.562,-153.7901,1.004755804,1.004742896,1.004746727,0.0481
01-23 4:00,0,0,1140.57,-172.3004,1.005275627,1.005261721,1.005264635,0.0481
01-23 5:00,0,0,1124.056,-182.1549,1.005985351,1.005970612,1.005972861,0.0481
01-23 6:00,0,0,1167.784,-156.0398,1.007318906,1.007304458,1.007305582,0.0481
01-23 7:00,0,0,1273.115,-92.9446,1.009232863,1.00922004,1.00922004,0.0703
01-23 8:00,0,0,1278.383,-89.7852,1.00677943,1.006841634,1.006815112,0.0703
01-23 9:00,0,0,1181.788,-147.6777,1.002368321,1.002523165,1.002464792,0.0703
01-23 10:00,0,0,1197.036,-138.54747,1.001347702,1.001533898,1.001464782,0.0703
01-23 11:00,1,-4561.8,-4561.8,139.6127,0.9775334192,0.9776752308,0.9776122774,0.0703
01-23 12:00,1,-5114.85,-5114.85,189.7899,0.9746431843,0.9747827892,0.9747194195,0.0703
01-23 13:00,1,-4426.65,-4426.65,58.94529,0.9761466127,0.9762664406,0.9762112315,0.0703
01-23 14:00,0,0,954.33,-259.2566,0.9977813845,0.9979151605,0.9978629075,0.0703
01-23 15:00,0,0,933.603,-271.5291,0.9978659469,0.9979579621,0.9979203233,0.0703
01-23 16:00,0,0,1008.365,-230.5066,1.003354633,1.003327611,1.003335397,0.0703
01-23 17:00,0,0,1072.575,-192.3204,1.00313567,1.003110897,1.003119723,0.0703
01-23 18:00,0,0,1132.682,-156.4762,1.003092244,1.003070343,1.003079753,0.0999
01-23 19:00,0,0,1256.537,-85.6126,1.003998489,1.003980919,1.003990662,0.0999
01-23 20:00,0,0,1179.777,-131.63359,1.002700326,1.00268313,1.002692914,0.0999
01-23 21:00,0,0,1118.005,-168.5536,1.00177322,1.001756483,1.001765976,0.0999
01-23 22:00,0,0,1042.395,-213.6114,1.000863061,1.000846323,1.000855483,0.0481
01-23 23:00,0,0,956.374,-264.6744,1.000037006,1.000019602,1.000028262,0.0481
01-24 0:00,0,0,864.284,-319.1445,0.9994777118,0.9994621816,0.9994683437,0.0481
01-24 1:00,0,0,830.883,-338.8436,0.9997129126,0.9996968412,0.9997021706,0.0481
01-24 2:00,0,0,871.573,-314.8363,1.000918312,1.00090274,1.000907112,0.0481
01-24 3:00,0,0,916.161,-288.4846,1.002248369,1.002233463,1.002236502,0.0481
01-24 4:00,0,0,917.827,-287.5003,1.003165564,1.003150034,1.003152199,0.0481
01-24 5:00,0,0,933.915,-277.9776,1.004251094,1.004235356,1.004236438,0.0481
01-24 6:00,0,0,1002.889,-237.08,1.00586569,1.005850868,1.005850868,0.0481
01-24 7:00,0,0,1102.614,-177.7304,1.00772881,1.00771532,1.007714238,0.0703
01-24 8:00,0,0,1004.688,-236.0111,1.004336073,1.004394321,1.004367674,0.0703
01-24 9:00,0,0,860.256,-321.5249,0.9996726924,0.9998204997,0.999762834,0.0703
01-24 10:00,0,0,933.699,-278.1054,0.9991348407,0.9993189544,0.9992488812,0.0703
01-24 11:00,0,0,982.845,-248.9767,0.9986870889,0.9988887729,0.998812621,0.0703
01-24 12:00,0,0,1010.314,-232.6698,0.9980601365,0.9982678993,0.998189499,0.0703
01-24 13:00,0,0,985.059,-247.6639,0.996887588,0.9970925196,0.9970149521,0.0703
01-24 14:00,0,0,1023.204,-225.0103,0.9962881153,0.9964849279,0.9964102332,0.0703
01-24 15:00,0,0,1034.136,-218.5109,0.9956881429,0.9958663026,0.9957980615,0.0703
01-24 16:00,0,0,1115.237,-170.1992,1.004643595,1.004622236,1.00462769,0.0703
01-24 17:00,0,0,1164.493,-140.7715,1.004277824,1.004258505,1.004264917,0.0703
01-24 18:00,0,0,1265.868,-83.3173,1.004773082,1.004757677,1.00476463,0.0999
01-24 19:00,0,0,1426.141,2.928,1.006090648,1.006080573,1.006087609,0.0999
01-24 20:00,0,0,1366.941,-32.8318,1.005009491,1.005000039,1.005007076,0.0999
01-24 21:00,0,0,1361.776,-35.9446,1.00475343,1.004745436,1.00475214,0.0999
